marketplace_id,order_day,order_week,gl,product_family,units,ops
1,2017-02-04,2017-02-04,Amazon_Pantry,Consumables,10550.56306536267,53275.68064648302
1,2017-02-05,2017-02-11,Amazon_Pantry,Consumables,11422.586840252665,56646.219850769034
1,2017-02-06,2017-02-11,Amazon_Pantry,Consumables,13678.00860420963,61488.911576270984
1,2017-02-07,2017-02-11,Amazon_Pantry,Consumables,11649.56643105109,56825.506223498705
1,2017-02-08,2017-02-11,Amazon_Pantry,Consumables,11130.123796103728,47883.51648886544
1,2017-02-09,2017-02-11,Amazon_Pantry,Consumables,10270.724127060374,50086.92057042978
1,2017-02-10,2017-02-11,Amazon_Pantry,Consumables,9439.057996980004,42126.16261947247
1,2017-02-11,2017-02-11,Amazon_Pantry,Consumables,9994.822123512191,52438.233300037275
1,2017-02-12,2017-02-18,Amazon_Pantry,Consumables,12712.254449605218,56769.25128561547
1,2017-02-13,2017-02-18,Amazon_Pantry,Consumables,9735.414557672579,50209.414560300975
1,2017-02-14,2017-02-18,Amazon_Pantry,Consumables,8111.905111752359,39241.60102385091
1,2017-02-15,2017-02-18,Amazon_Pantry,Consumables,10982.606963548524,55494.591547823715
1,2017-02-16,2017-02-18,Amazon_Pantry,Consumables,9354.823003733109,44892.38752773557
1,2017-02-17,2017-02-18,Amazon_Pantry,Consumables,9113.475066657706,42946.93924320172
1,2017-02-18,2017-02-18,Amazon_Pantry,Consumables,9778.683841563028,44941.32466780413
1,2017-02-19,2017-02-25,Amazon_Pantry,Consumables,11208.68150526604,52897.504183497804
1,2017-02-20,2017-02-25,Amazon_Pantry,Consumables,11559.68039905614,55204.147237464385
1,2017-02-21,2017-02-25,Amazon_Pantry,Consumables,10116.870006174986,51936.207252820335
1,2017-02-22,2017-02-25,Amazon_Pantry,Consumables,14416.079823253796,70808.66159914476
1,2017-02-23,2017-02-25,Amazon_Pantry,Consumables,9733.48169668799,46405.96095254728
1,2017-02-24,2017-02-25,Amazon_Pantry,Consumables,8792.780564607388,41500.05029377747
1,2017-02-25,2017-02-25,Amazon_Pantry,Consumables,10738.217717249283,47065.168028244836
1,2017-02-26,2017-03-04,Amazon_Pantry,Consumables,13611.679375243937,62427.00956538069
1,2017-02-27,2017-03-04,Amazon_Pantry,Consumables,11504.846975631037,53100.49873879121
1,2017-02-28,2017-03-04,Amazon_Pantry,Consumables,11702.740695474222,54648.01691092023
1,2017-03-01,2017-03-04,Amazon_Pantry,Consumables,11128.324875442013,54133.94013844016
1,2017-03-02,2017-03-04,Amazon_Pantry,Consumables,10055.436962112622,48671.69495734811
1,2017-03-03,2017-03-04,Amazon_Pantry,Consumables,10252.381891349938,45802.79767768428
1,2017-03-04,2017-03-04,Amazon_Pantry,Consumables,12113.286607756387,58314.27821027122
1,2017-03-05,2017-03-11,Amazon_Pantry,Consumables,14901.830550791297,67723.60353579975
1,2017-03-06,2017-03-11,Amazon_Pantry,Consumables,12113.982532544685,57250.58593669235
1,2017-03-07,2017-03-11,Amazon_Pantry,Consumables,10191.296314605866,49252.128220014034
1,2017-03-08,2017-03-11,Amazon_Pantry,Consumables,9499.685702314517,46918.74320205735
1,2017-03-09,2017-03-11,Amazon_Pantry,Consumables,9178.918111714536,45662.12553146861
1,2017-03-10,2017-03-11,Amazon_Pantry,Consumables,9466.188265101151,45632.36316473822
1,2017-03-11,2017-03-11,Amazon_Pantry,Consumables,9521.115452657996,48174.04860700797
1,2017-03-12,2017-03-18,Amazon_Pantry,Consumables,12182.477864492314,57323.97030472005
1,2017-03-13,2017-03-18,Amazon_Pantry,Consumables,10082.239188404445,53555.53681032245
1,2017-03-14,2017-03-18,Amazon_Pantry,Consumables,10778.101654675682,54614.91971295793
1,2017-03-15,2017-03-18,Amazon_Pantry,Consumables,10193.474737102191,54174.72099666143
1,2017-03-16,2017-03-18,Amazon_Pantry,Consumables,9608.567562422799,51890.21220713793
1,2017-03-17,2017-03-18,Amazon_Pantry,Consumables,8363.613348067847,43335.236370090155
1,2017-03-18,2017-03-18,Amazon_Pantry,Consumables,9691.341785556026,46951.91496350443
1,2017-03-19,2017-03-25,Amazon_Pantry,Consumables,13090.292883872322,65750.50746004005
1,2017-03-20,2017-03-25,Amazon_Pantry,Consumables,11299.761012498775,59035.42913558928
1,2017-03-21,2017-03-25,Amazon_Pantry,Consumables,10679.88723711719,51972.2200935472
1,2017-03-22,2017-03-25,Amazon_Pantry,Consumables,10649.042119421962,50979.0731644309
1,2017-03-23,2017-03-25,Amazon_Pantry,Consumables,9314.97226143433,46465.24799413695
1,2017-03-24,2017-03-25,Amazon_Pantry,Consumables,8541.988066216476,45507.47593093251
1,2017-03-25,2017-03-25,Amazon_Pantry,Consumables,9239.63355219445,45796.23404668513
1,2017-03-26,2017-04-01,Amazon_Pantry,Consumables,13093.817621472923,59508.07479699107
1,2017-03-27,2017-04-01,Amazon_Pantry,Consumables,11299.0927789354,55071.55835712166
1,2017-03-28,2017-04-01,Amazon_Pantry,Consumables,10580.686186410743,51776.36194779825
1,2017-03-29,2017-04-01,Amazon_Pantry,Consumables,9987.569711521068,49346.06002054933
1,2017-03-30,2017-04-01,Amazon_Pantry,Consumables,10459.260567219433,46544.201412581715
1,2017-03-31,2017-04-01,Amazon_Pantry,Consumables,10269.298391420047,49061.9837288037
1,2017-04-01,2017-04-01,Amazon_Pantry,Consumables,10114.701341248587,50819.00753546575
1,2017-04-02,2017-04-08,Amazon_Pantry,Consumables,12585.342042245107,59521.17301558031
1,2017-04-03,2017-04-08,Amazon_Pantry,Consumables,12494.563042942482,60715.60241079077
1,2017-04-04,2017-04-08,Amazon_Pantry,Consumables,11024.702409656074,50604.1313157232
1,2017-04-05,2017-04-08,Amazon_Pantry,Consumables,10080.976668099142,50153.713119312895
1,2017-04-06,2017-04-08,Amazon_Pantry,Consumables,9216.004985858293,46378.40532175189
1,2017-04-07,2017-04-08,Amazon_Pantry,Consumables,8888.074143427237,41489.080726988504
1,2017-04-08,2017-04-08,Amazon_Pantry,Consumables,9048.607664913377,44200.84624185036
1,2017-04-09,2017-04-15,Amazon_Pantry,Consumables,11266.09989055387,54510.729052581926
1,2017-04-10,2017-04-15,Amazon_Pantry,Consumables,11347.334140924397,53306.23478742692
1,2017-04-11,2017-04-15,Amazon_Pantry,Consumables,9970.982889817333,50113.52854514039
1,2017-04-12,2017-04-15,Amazon_Pantry,Consumables,9809.16250545698,48811.063596000364
1,2017-04-13,2017-04-15,Amazon_Pantry,Consumables,8333.266332778536,41899.80668788864
1,2017-04-14,2017-04-15,Amazon_Pantry,Consumables,8368.583851381043,39623.646078985694
1,2017-04-15,2017-04-15,Amazon_Pantry,Consumables,7782.518641760216,37862.90700133731
1,2017-04-16,2017-04-22,Amazon_Pantry,Consumables,9384.178174475923,42920.542357372855
1,2017-04-17,2017-04-22,Amazon_Pantry,Consumables,10957.035746841853,51195.7840222973
1,2017-04-18,2017-04-22,Amazon_Pantry,Consumables,11338.306576286925,57893.221486919894
1,2017-04-19,2017-04-22,Amazon_Pantry,Consumables,10850.801779230222,51284.2529772985
1,2017-04-20,2017-04-22,Amazon_Pantry,Consumables,10013.597193992537,45628.239719666424
1,2017-04-21,2017-04-22,Amazon_Pantry,Consumables,8672.221001373078,43093.872816374904
1,2017-04-22,2017-04-22,Amazon_Pantry,Consumables,9154.12135468316,46126.449682094666
1,2017-04-23,2017-04-29,Amazon_Pantry,Consumables,11879.713263311061,57065.61870282766
1,2017-04-24,2017-04-29,Amazon_Pantry,Consumables,12289.948345033463,56870.59978925809
1,2017-04-25,2017-04-29,Amazon_Pantry,Consumables,11002.960711013977,54582.580163794206
1,2017-04-26,2017-04-29,Amazon_Pantry,Consumables,10261.543379633598,49127.76167224845
1,2017-04-27,2017-04-29,Amazon_Pantry,Consumables,9711.716785804576,50363.01974729487
1,2017-04-28,2017-04-29,Amazon_Pantry,Consumables,9667.499835250968,45015.45092448563
1,2017-04-29,2017-04-29,Amazon_Pantry,Consumables,9959.81415651349,49652.005969391736
1,2017-04-30,2017-05-06,Amazon_Pantry,Consumables,12546.845955675939,62737.7251904446
1,2017-05-01,2017-05-06,Amazon_Pantry,Consumables,12605.491346487186,58269.565627031014
1,2017-05-02,2017-05-06,Amazon_Pantry,Consumables,11184.432964549213,52232.210187442324
1,2017-05-03,2017-05-06,Amazon_Pantry,Consumables,11104.407519643093,49665.81018515601
1,2017-05-04,2017-05-06,Amazon_Pantry,Consumables,9946.180202939526,44543.898634840276
1,2017-05-05,2017-05-06,Amazon_Pantry,Consumables,8489.875135127188,43448.95756265886
1,2017-05-06,2017-05-06,Amazon_Pantry,Consumables,8864.583414781728,47144.484917240785
1,2017-05-07,2017-05-13,Amazon_Pantry,Consumables,12389.815636988053,56150.95951743352
1,2017-05-08,2017-05-13,Amazon_Pantry,Consumables,11058.0962123949,56397.102831895936
1,2017-05-09,2017-05-13,Amazon_Pantry,Consumables,10648.888153682476,50047.242937054405
1,2017-05-10,2017-05-13,Amazon_Pantry,Consumables,10263.813051940015,48922.779980618565
1,2017-05-11,2017-05-13,Amazon_Pantry,Consumables,9268.222880022819,48006.652839010945
1,2017-05-12,2017-05-13,Amazon_Pantry,Consumables,8707.715824014007,39978.30233479295
1,2017-05-13,2017-05-13,Amazon_Pantry,Consumables,8474.897252757919,43830.188341646215
1,2017-05-14,2017-05-20,Amazon_Pantry,Consumables,10613.055289617061,52063.39239883917
1,2017-05-15,2017-05-20,Amazon_Pantry,Consumables,12079.046911584444,56006.81030418822
1,2017-05-16,2017-05-20,Amazon_Pantry,Consumables,10770.180599776724,56446.515423391065
1,2017-05-17,2017-05-20,Amazon_Pantry,Consumables,10650.890889318369,52830.813494028254
1,2017-05-18,2017-05-20,Amazon_Pantry,Consumables,9851.613384223056,48295.82278691696
1,2017-05-19,2017-05-20,Amazon_Pantry,Consumables,9493.933915011257,42716.111203738874
1,2017-05-20,2017-05-20,Amazon_Pantry,Consumables,8794.916967728093,43708.41291725036
1,2017-05-21,2017-05-27,Amazon_Pantry,Consumables,11687.497985115355,57265.716354253374
1,2017-05-22,2017-05-27,Amazon_Pantry,Consumables,12101.618740484224,59507.045637918134
1,2017-05-23,2017-05-27,Amazon_Pantry,Consumables,10647.982257533653,53794.8748747663
1,2017-05-24,2017-05-27,Amazon_Pantry,Consumables,9547.266797363396,50759.26333646797
1,2017-05-25,2017-05-27,Amazon_Pantry,Consumables,9238.696875826086,41582.419484543345
1,2017-05-26,2017-05-27,Amazon_Pantry,Consumables,7836.993463575088,37749.55997427995
1,2017-05-27,2017-05-27,Amazon_Pantry,Consumables,7930.4292000706455,35974.958269668576
1,2017-05-28,2017-06-03,Amazon_Pantry,Consumables,8164.760497978158,41160.46507331257
1,2017-05-29,2017-06-03,Amazon_Pantry,Consumables,11288.120700915895,56900.42037789487
1,2017-05-30,2017-06-03,Amazon_Pantry,Consumables,11807.473323181612,59119.25485266103
1,2017-05-31,2017-06-03,Amazon_Pantry,Consumables,11949.201248219808,54522.11479227433
1,2017-06-01,2017-06-03,Amazon_Pantry,Consumables,11410.967276109679,54682.00329668684
1,2017-06-02,2017-06-03,Amazon_Pantry,Consumables,9437.386004258116,45026.491006291486
1,2017-06-03,2017-06-03,Amazon_Pantry,Consumables,9980.703676345956,45852.95178568648
1,2017-06-04,2017-06-10,Amazon_Pantry,Consumables,12254.52363053521,61281.730164627144
1,2017-06-05,2017-06-10,Amazon_Pantry,Consumables,12323.063092157416,62663.301019141254
1,2017-06-06,2017-06-10,Amazon_Pantry,Consumables,11028.391610402046,55801.55282208681
1,2017-06-07,2017-06-10,Amazon_Pantry,Consumables,10269.448005371658,51050.29501976773
1,2017-06-08,2017-06-10,Amazon_Pantry,Consumables,9785.67322863505,49778.98508095315
1,2017-06-09,2017-06-10,Amazon_Pantry,Consumables,8533.481761482359,40365.85855926436
1,2017-06-10,2017-06-10,Amazon_Pantry,Consumables,8720.552818797762,44664.00850361115
1,2017-06-11,2017-06-17,Amazon_Pantry,Consumables,11218.415697956178,54382.12995945007
1,2017-06-12,2017-06-17,Amazon_Pantry,Consumables,10096.35228253409,53184.58573655756
1,2017-06-13,2017-06-17,Amazon_Pantry,Consumables,10021.676072508724,52972.877201761235
1,2017-06-14,2017-06-17,Amazon_Pantry,Consumables,10617.614305029012,50695.90219503815
1,2017-06-15,2017-06-17,Amazon_Pantry,Consumables,10513.209638426193,49436.20867803818
1,2017-06-16,2017-06-17,Amazon_Pantry,Consumables,9303.950802576772,46469.18095818134
1,2017-06-17,2017-06-17,Amazon_Pantry,Consumables,9551.716201169222,45707.92379699121
1,2017-06-18,2017-06-24,Amazon_Pantry,Consumables,10869.817153500826,54936.54878855641
1,2017-06-19,2017-06-24,Amazon_Pantry,Consumables,12059.733629149858,60119.0456660346
1,2017-06-20,2017-06-24,Amazon_Pantry,Consumables,10753.65562032868,50981.22042493891
1,2017-06-21,2017-06-24,Amazon_Pantry,Consumables,9582.50955215813,48829.43470482659
1,2017-06-22,2017-06-24,Amazon_Pantry,Consumables,8922.800115884433,42924.12469495445
1,2017-06-23,2017-06-24,Amazon_Pantry,Consumables,8523.179767492826,40935.26107419272
1,2017-06-24,2017-06-24,Amazon_Pantry,Consumables,9069.382273883279,43403.939740851485
1,2017-06-25,2017-07-01,Amazon_Pantry,Consumables,11693.667451732423,57811.10763400245
1,2017-06-26,2017-07-01,Amazon_Pantry,Consumables,11614.29665807067,53932.40791649073
1,2017-06-27,2017-07-01,Amazon_Pantry,Consumables,10580.050381784327,54773.1501699031
1,2017-06-28,2017-07-01,Amazon_Pantry,Consumables,9767.066388743693,49163.02531445918
1,2017-06-29,2017-07-01,Amazon_Pantry,Consumables,9661.145443769014,44435.523579596804
1,2017-06-30,2017-07-01,Amazon_Pantry,Consumables,9289.317734336308,41872.1208722964
1,2017-07-01,2017-07-01,Amazon_Pantry,Consumables,8396.918460481285,42775.73239089266
1,2017-07-02,2017-07-08,Amazon_Pantry,Consumables,9188.083024741085,45335.0839487714
1,2017-07-03,2017-07-08,Amazon_Pantry,Consumables,8920.569080973559,44754.69865736503
1,2017-07-04,2017-07-08,Amazon_Pantry,Consumables,9013.54322425851,42904.25875705658
1,2017-07-05,2017-07-08,Amazon_Pantry,Consumables,11078.478506242975,54626.67415822029
1,2017-07-06,2017-07-08,Amazon_Pantry,Consumables,10224.171267384912,50182.358538013505
1,2017-07-07,2017-07-08,Amazon_Pantry,Consumables,9290.162032896556,46220.656922242335
1,2017-07-08,2017-07-08,Amazon_Pantry,Consumables,10699.17650953639,49333.8683470778
1,2017-07-09,2017-07-15,Amazon_Pantry,Consumables,12101.737617132272,61291.793005576095
1,2017-07-10,2017-07-15,Amazon_Pantry,Consumables,15142.980264368909,76131.93191844872
1,2017-07-11,2017-07-15,Amazon_Pantry,Consumables,24757.725328699675,130457.78839601768
1,2017-07-12,2017-07-15,Amazon_Pantry,Consumables,9987.486857680768,48147.41794737036
1,2017-07-13,2017-07-15,Amazon_Pantry,Consumables,9545.563134493861,46227.17820708146
1,2017-07-14,2017-07-15,Amazon_Pantry,Consumables,9416.311527533431,44764.26853417672
1,2017-07-15,2017-07-15,Amazon_Pantry,Consumables,8719.152893776612,45983.508121029874
1,2017-07-16,2017-07-22,Amazon_Pantry,Consumables,10931.005276839056,55911.54654637434
1,2017-07-17,2017-07-22,Amazon_Pantry,Consumables,10989.863813669122,59678.879497886104
1,2017-07-18,2017-07-22,Amazon_Pantry,Consumables,11395.885094252235,53909.70621884137
1,2017-07-19,2017-07-22,Amazon_Pantry,Consumables,10296.702166294639,54198.13681737801
1,2017-07-20,2017-07-22,Amazon_Pantry,Consumables,9882.396667596711,50208.181366212106
1,2017-07-21,2017-07-22,Amazon_Pantry,Consumables,9296.900133790343,46994.36636890508
1,2017-07-22,2017-07-22,Amazon_Pantry,Consumables,10051.102190211508,48616.22388026503
1,2017-07-23,2017-07-29,Amazon_Pantry,Consumables,12380.752030847025,59550.81910996817
1,2017-07-24,2017-07-29,Amazon_Pantry,Consumables,11778.25239635347,54065.52038941893
1,2017-07-25,2017-07-29,Amazon_Pantry,Consumables,10858.847632950243,54510.81297950894
1,2017-07-26,2017-07-29,Amazon_Pantry,Consumables,10466.308461085822,52399.880313873386
1,2017-07-27,2017-07-29,Amazon_Pantry,Consumables,8884.880070731502,44408.4913087464
1,2017-07-28,2017-07-29,Amazon_Pantry,Consumables,9544.448712201065,46676.91242573528
1,2017-07-29,2017-07-29,Amazon_Pantry,Consumables,9599.31357336105,46797.61498940024
1,2017-07-30,2017-08-05,Amazon_Pantry,Consumables,11806.643916572455,56513.62479928952
1,2017-07-31,2017-08-05,Amazon_Pantry,Consumables,11991.367193055832,61792.16074175517
1,2017-08-01,2017-08-05,Amazon_Pantry,Consumables,12444.813862101786,58905.537251245296
1,2017-08-02,2017-08-05,Amazon_Pantry,Consumables,11203.135511081795,53464.19596482946
1,2017-08-03,2017-08-05,Amazon_Pantry,Consumables,11425.537853561384,50161.67322878454
1,2017-08-04,2017-08-05,Amazon_Pantry,Consumables,11035.78405165413,46204.25647396848
1,2017-08-05,2017-08-05,Amazon_Pantry,Consumables,10802.747292198517,51715.04788407525
1,2017-08-06,2017-08-12,Amazon_Pantry,Consumables,13203.850337030628,61573.3094518536
1,2017-08-07,2017-08-12,Amazon_Pantry,Consumables,12196.05545240094,57884.08136993372
1,2017-08-08,2017-08-12,Amazon_Pantry,Consumables,11515.23534244943,53237.28704552093
1,2017-08-09,2017-08-12,Amazon_Pantry,Consumables,10980.108710255041,50457.658710791824
1,2017-08-10,2017-08-12,Amazon_Pantry,Consumables,9953.332961858649,45598.07708076961
1,2017-08-11,2017-08-12,Amazon_Pantry,Consumables,9879.233955201988,46580.09187743183
1,2017-08-12,2017-08-12,Amazon_Pantry,Consumables,10175.370834891073,45632.19175808254
1,2017-08-13,2017-08-19,Amazon_Pantry,Consumables,12701.840361428598,58805.8045158637
1,2017-08-14,2017-08-19,Amazon_Pantry,Consumables,11946.606456747559,57999.28632517389
1,2017-08-15,2017-08-19,Amazon_Pantry,Consumables,12088.271641559137,55993.68052654269
1,2017-08-16,2017-08-19,Amazon_Pantry,Consumables,11024.585407703033,54188.26280916285
1,2017-08-17,2017-08-19,Amazon_Pantry,Consumables,11057.989974867507,52083.72758687763
1,2017-08-18,2017-08-19,Amazon_Pantry,Consumables,9650.33981391796,49100.243001711046
1,2017-08-19,2017-08-19,Amazon_Pantry,Consumables,9891.152067016421,46588.13494315985
1,2017-08-20,2017-08-26,Amazon_Pantry,Consumables,13130.548562993732,63225.65755330793
1,2017-08-21,2017-08-26,Amazon_Pantry,Consumables,11282.204947746535,56524.5693144699
1,2017-08-22,2017-08-26,Amazon_Pantry,Consumables,12925.871529617982,57008.47283967507
1,2017-08-23,2017-08-26,Amazon_Pantry,Consumables,11170.43628687611,53543.51891607289
1,2017-08-24,2017-08-26,Amazon_Pantry,Consumables,11330.90293661792,55251.79738013155
1,2017-08-25,2017-08-26,Amazon_Pantry,Consumables,10951.229420184636,49347.3277953001
1,2017-08-26,2017-08-26,Amazon_Pantry,Consumables,10808.463947440796,51380.52505404419
1,2017-08-27,2017-09-02,Amazon_Pantry,Consumables,13988.894091226026,62068.50276393647
1,2017-08-28,2017-09-02,Amazon_Pantry,Consumables,13582.959747303985,61887.23897696386
1,2017-08-29,2017-09-02,Amazon_Pantry,Consumables,12920.279230479675,62256.31050353311
1,2017-08-30,2017-09-02,Amazon_Pantry,Consumables,12418.055640927523,58527.22077587665
1,2017-08-31,2017-09-02,Amazon_Pantry,Consumables,11906.308684223874,52040.23168082702
1,2017-09-01,2017-09-02,Amazon_Pantry,Consumables,11813.657663774899,51297.619294824
1,2017-09-02,2017-09-02,Amazon_Pantry,Consumables,11880.013995905705,53296.14994928782
1,2017-09-03,2017-09-09,Amazon_Pantry,Consumables,11770.28727604442,56589.96370295796
1,2017-09-04,2017-09-09,Amazon_Pantry,Consumables,14914.057490546265,74471.5036810277
1,2017-09-05,2017-09-09,Amazon_Pantry,Consumables,13502.41512219411,66463.0872462123
1,2017-09-06,2017-09-09,Amazon_Pantry,Consumables,12971.803125981425,57242.87604982691
1,2017-09-07,2017-09-09,Amazon_Pantry,Consumables,10697.194963093732,48441.44155784496
1,2017-09-08,2017-09-09,Amazon_Pantry,Consumables,9541.334584821368,43882.1669844341
1,2017-09-09,2017-09-09,Amazon_Pantry,Consumables,9427.09853233514,47906.58446363369
1,2017-09-10,2017-09-16,Amazon_Pantry,Consumables,13058.561512195267,59148.47715360984
1,2017-09-11,2017-09-16,Amazon_Pantry,Consumables,12330.510356400531,58051.00171278362
1,2017-09-12,2017-09-16,Amazon_Pantry,Consumables,10469.925048285559,48580.713696300925
1,2017-09-13,2017-09-16,Amazon_Pantry,Consumables,11038.598251362337,50941.033231041896
1,2017-09-14,2017-09-16,Amazon_Pantry,Consumables,10374.744480501651,48075.92322192419
1,2017-09-15,2017-09-16,Amazon_Pantry,Consumables,9370.393254767663,47188.67702076842
1,2017-09-16,2017-09-16,Amazon_Pantry,Consumables,10264.896123493583,45676.76936719922
1,2017-09-17,2017-09-23,Amazon_Pantry,Consumables,12876.686524306782,63813.08961742274
1,2017-09-18,2017-09-23,Amazon_Pantry,Consumables,12427.181354495631,59908.696113714854
1,2017-09-19,2017-09-23,Amazon_Pantry,Consumables,11528.461815593882,54494.90551706508
1,2017-09-20,2017-09-23,Amazon_Pantry,Consumables,10780.833967293273,49289.16647992081
1,2017-09-21,2017-09-23,Amazon_Pantry,Consumables,10386.129681660379,45587.515563640074
1,2017-09-22,2017-09-23,Amazon_Pantry,Consumables,9286.423731504789,45018.969366640405
1,2017-09-23,2017-09-23,Amazon_Pantry,Consumables,10211.406850226378,46454.7582000583
1,2017-09-24,2017-09-30,Amazon_Pantry,Consumables,13103.630976532948,63569.6231819079
1,2017-09-25,2017-09-30,Amazon_Pantry,Consumables,13243.36927929239,59959.137205737075
1,2017-09-26,2017-09-30,Amazon_Pantry,Consumables,11926.38712628891,55780.970400166
1,2017-09-27,2017-09-30,Amazon_Pantry,Consumables,11819.207985441784,51186.28236557086
1,2017-09-28,2017-09-30,Amazon_Pantry,Consumables,10230.685680467968,48470.15535940741
1,2017-09-29,2017-09-30,Amazon_Pantry,Consumables,10770.545575803539,48127.347981185965
1,2017-09-30,2017-09-30,Amazon_Pantry,Consumables,10609.646233931897,52677.52244713716
1,2017-10-01,2017-10-07,Amazon_Pantry,Consumables,13716.859135455346,63605.33503113916
1,2017-10-02,2017-10-07,Amazon_Pantry,Consumables,10156.000927953373,47561.31386768576
1,2017-10-03,2017-10-07,Amazon_Pantry,Consumables,12430.627593834106,58162.29560912348
1,2017-10-04,2017-10-07,Amazon_Pantry,Consumables,11082.547919906518,54717.179719624924
1,2017-10-05,2017-10-07,Amazon_Pantry,Consumables,9822.577437994747,49005.18322839534
1,2017-10-06,2017-10-07,Amazon_Pantry,Consumables,9158.796667858789,45462.21664899567
1,2017-10-07,2017-10-07,Amazon_Pantry,Consumables,9933.505100062219,48550.62718260387
1,2017-10-08,2017-10-14,Amazon_Pantry,Consumables,12918.074460130843,60111.37782493367
1,2017-10-09,2017-10-14,Amazon_Pantry,Consumables,13642.680241381673,64117.48126541893
1,2017-10-10,2017-10-14,Amazon_Pantry,Consumables,11516.413805815351,53495.04872395733
1,2017-10-11,2017-10-14,Amazon_Pantry,Consumables,11615.096745335883,57681.709226552746
1,2017-10-12,2017-10-14,Amazon_Pantry,Consumables,11098.292767990895,53219.704569711146
1,2017-10-13,2017-10-14,Amazon_Pantry,Consumables,9518.762481320931,45142.268354368956
1,2017-10-14,2017-10-14,Amazon_Pantry,Consumables,10343.45498533498,51463.325007479754
1,2017-10-15,2017-10-21,Amazon_Pantry,Consumables,13264.787376286713,67687.62018286053
1,2017-10-16,2017-10-21,Amazon_Pantry,Consumables,12313.081959242123,59751.851263107616
1,2017-10-17,2017-10-21,Amazon_Pantry,Consumables,11952.09448244504,57499.764260808886
1,2017-10-18,2017-10-21,Amazon_Pantry,Consumables,11447.279544111156,55889.427606562225
1,2017-10-19,2017-10-21,Amazon_Pantry,Consumables,10766.497508428496,49974.55752798978
1,2017-10-20,2017-10-21,Amazon_Pantry,Consumables,10145.26941701224,46183.56633796849
1,2017-10-21,2017-10-21,Amazon_Pantry,Consumables,10390.740258152575,47286.953022013615
1,2017-10-22,2017-10-28,Amazon_Pantry,Consumables,13079.98913539263,65139.3932089659
1,2017-10-23,2017-10-28,Amazon_Pantry,Consumables,13993.81154784441,63725.16577413432
