date,adjClose,change,changeOverTime,changePercent,close,high,label,low,open,unadjustedVolume,volume,vwap
2019-11-08,24.71,0.0,0.0,0.0,25.92,25.92,"November 08, 19",25.92,25.92,13.0,13.0,25.92
2019-11-07,24.49,0.0,0.0,0.0,25.69,25.69,"November 07, 19",25.69,25.69,2.0,2.0,25.69
2019-11-06,24.35,0.0,0.0,0.0,25.54,25.54,"November 06, 19",25.54,25.54,17.0,17.0,25.54
2019-11-05,24.6,0.0,0.0,0.0,25.81,25.81,"November 05, 19",25.81,25.81,3.0,3.0,25.81
2019-11-04,24.34,0.0,0.0,0.0,25.54,25.54,"November 04, 19",25.54,25.54,15.0,15.0,25.54
2019-11-01,23.77,0.34,0.01383,1.383,24.93,25.07,"November 01, 19",24.59,24.59,410.0,410.0,24.86333
2019-10-31,23.31,-0.09,-0.00367,-0.367,24.45,24.56,"October 31, 19",24.45,24.54,1070.0,1070.0,24.48667
2019-10-30,23.62,0.0,0.0,0.0,24.77,24.77,"October 30, 19",24.77,24.77,411.0,411.0,24.77
2019-10-29,23.9,0.0,0.0,0.0,25.07,25.16,"October 29, 19",25.07,25.07,749.0,749.0,25.1
2019-10-28,24.01,0.0,0.0,0.0,25.19,25.19,"October 28, 19",25.19,25.19,700.0,700.0,25.19
2019-10-25,24.42,0.23,0.00906,0.906,25.62,25.62,"October 25, 19",25.39,25.39,129.0,129.0,25.54333
2019-10-24,24.21,0.05,0.00197,0.197,25.39,25.56,"October 24, 19",25.34,25.34,279.0,279.0,25.43
2019-10-23,24.0,0.71,0.02902,2.902,25.18,25.18,"October 23, 19",24.47,24.47,1425.0,1425.0,24.94333
2019-10-22,23.38,0.03,0.0012200000000000002,0.122,24.53,24.53,"October 22, 19",24.5,24.5,100.0,100.0,24.52
2019-10-21,23.1,-0.14,-0.00574,-0.5740000000000001,24.23,24.37,"October 21, 19",23.98,24.37,928.0,928.0,24.19333
2019-10-18,23.14,0.0,0.0,0.0,24.27,24.27,"October 18, 19",24.27,24.27,1.0,1.0,24.27
2019-10-17,23.25,0.48,0.02008,2.008,24.39,24.39,"October 17, 19",23.91,23.91,1007.0,1007.0,24.23
2019-10-16,22.98,0.0,0.0,0.0,24.11,24.11,"October 16, 19",24.11,24.11,1.0,1.0,24.11
2019-10-15,22.81,-0.08,-0.00333,-0.333,23.92,24.0,"October 15, 19",23.92,24.0,1010.0,1010.0,23.94667
2019-10-14,23.0,-0.28,-0.011470000000000001,-1.147,24.13,24.41,"October 14, 19",24.06,24.41,2411.0,2411.0,24.2
2019-10-11,23.51,0.09,0.0036600000000000005,0.366,24.66,24.66,"October 11, 19",24.57,24.57,200.0,200.0,24.63
2019-10-10,23.01,0.15,0.00625,0.625,24.14,24.14,"October 10, 19",23.95,23.99,2800.0,2800.0,24.07667
2019-10-09,22.55,0.0,0.0,0.0,23.65,23.65,"October 09, 19",23.65,23.65,50.0,50.0,23.65
2019-10-08,22.38,0.02,0.0008500000000000001,0.085,23.48,23.48,"October 08, 19",23.4,23.46,507.0,507.0,23.45333
2019-10-07,22.65,0.0,0.0,0.0,23.76,23.76,"October 07, 19",23.76,23.76,79.0,79.0,23.76
2019-10-04,22.64,0.29,0.012360000000000001,1.236,23.75,23.75,"October 04, 19",23.46,23.46,600.0,600.0,23.65333
2019-10-03,22.36,0.2,0.0086,0.86,23.46,23.46,"October 03, 19",23.26,23.26,274.0,274.0,23.39333
2019-10-02,22.51,0.11,0.00468,0.468,23.61,23.61,"October 02, 19",23.5,23.5,226.0,226.0,23.57333
2019-10-01,22.94,0.0,0.0,0.0,24.06,24.06,"October 01, 19",24.06,24.06,16.0,16.0,24.06
2019-09-30,23.22,0.0,0.0,0.0,24.36,24.36,"September 30, 19",24.36,24.36,16.0,16.0,24.36
2019-09-27,23.89,0.0,0.0,0.0,25.05,25.05,"September 27, 19",25.05,25.05,235.0,235.0,25.05
2019-09-26,24.16,0.0,0.0,0.0,25.34,25.34,"September 26, 19",25.34,25.34,20.0,20.0,25.34
2019-09-25,24.16,0.0,0.0,0.0,25.34,25.34,"September 25, 19",25.34,25.34,4.0,4.0,25.34
2019-09-24,24.38,0.0,0.0,0.0,25.57,25.57,"September 24, 19",25.57,25.57,59.0,59.0,25.57
2019-09-23,24.98,0.06,0.0023,0.23,26.2,26.2,"September 23, 19",26.14,26.14,348.0,348.0,26.18
2019-09-20,25.01,-0.17,-0.00644,-0.644,26.24,26.41,"September 20, 19",26.16,26.41,497.0,497.0,26.27
2019-09-19,24.94,0.0,0.0,0.0,26.16,26.16,"September 19, 19",26.16,26.16,320.0,320.0,26.16
2019-09-18,24.8,-0.21,-0.008010000000000001,-0.801,26.02,26.23,"September 18, 19",26.02,26.23,352.0,352.0,26.09
2019-09-17,25.16,-0.34,-0.01272,-1.272,26.39,26.83,"September 17, 19",26.39,26.73,790.0,790.0,26.53667
2019-09-16,26.31,0.58,0.021470000000000003,2.147,27.6,27.9,"September 16, 19",26.89,27.02,1714.0,1714.0,27.46333
2019-09-13,23.46,0.0,0.0,0.0,24.61,24.61,"September 13, 19",24.61,24.61,99.0,99.0,24.61
2019-09-12,23.52,0.0,0.0,0.0,24.67,24.67,"September 12, 19",24.67,24.67,20.0,20.0,24.67
2019-09-11,23.89,0.0,0.0,0.0,25.06,25.06,"September 11, 19",25.06,25.06,20.0,20.0,25.06
2019-09-10,24.54,0.0,0.0,0.0,25.74,25.74,"September 10, 19",25.74,25.74,20.0,20.0,25.74
2019-09-09,24.75,0.01,0.00039,0.039,25.96,25.96,"September 09, 19",25.95,25.95,149.0,149.0,25.95667
2019-09-06,24.13,0.31,0.012400000000000001,1.24,25.31,25.31,"September 06, 19",24.98,25.0,395.0,395.0,25.2
2019-09-05,23.95,-0.64,-0.02484,-2.484,25.12,25.76,"September 05, 19",25.12,25.76,247.0,247.0,25.33333
2019-09-04,24.0,0.0,0.0,0.0,25.17,25.17,"September 04, 19",25.17,25.17,20.0,20.0,25.17
2019-09-03,22.98,0.32,0.013450000000000002,1.345,24.11,24.11,"September 03, 19",23.75,23.79,584.0,584.0,23.99
2019-08-30,23.45,-0.08,-0.0032400000000000003,-0.324,24.6,24.68,"August 30, 19",24.6,24.68,200.0,200.0,24.62667
2019-08-29,24.07,0.0,0.0,0.0,25.25,25.25,"August 29, 19",25.25,25.25,52.0,52.0,25.25
2019-08-28,23.8,-0.09,-0.0035900000000000003,-0.359,24.97,25.08,"August 28, 19",24.97,25.06,612.0,612.0,25.00667
2019-08-27,23.39,0.0,0.0,0.0,24.54,24.54,"August 27, 19",24.54,24.54,20.0,20.0,24.54
2019-08-26,22.92,0.0,0.0,0.0,24.04,24.04,"August 26, 19",24.04,24.04,55.0,55.0,24.04
2019-08-23,22.92,0.0,0.0,0.0,24.04,24.04,"August 23, 19",24.04,24.04,26.0,26.0,24.04
2019-08-22,23.57,0.0,0.0,0.0,24.72,24.72,"August 22, 19",24.72,24.72,14.0,14.0,24.72
2019-08-21,23.75,-0.36,-0.014240000000000001,-1.424,24.92,25.28,"August 21, 19",24.92,25.28,400.0,400.0,25.04
2019-08-20,23.77,0.07,0.0028100000000000004,0.281,24.94,24.98,"August 20, 19",24.87,24.87,1156.0,1156.0,24.93
2019-08-19,23.79,0.25,0.01012,1.012,24.96,24.96,"August 19, 19",24.71,24.71,1162.0,1162.0,24.87667
2019-08-16,23.24,0.16,0.00661,0.661,24.38,24.38,"August 16, 19",24.2,24.22,300.0,300.0,24.32
2019-08-15,23.15,0.0,0.0,0.0,24.28,24.28,"August 15, 19",24.28,24.28,2.0,2.0,24.28
2019-08-14,23.42,-0.01,-0.00041,-0.041,24.57,24.58,"August 14, 19",24.49,24.58,336.0,336.0,24.54667
2019-08-13,24.26,1.08,0.04433,4.433,25.44,25.45,"August 13, 19",24.36,24.36,955.0,955.0,25.08333
2019-08-12,23.25,0.0,0.0,0.0,24.39,24.39,"August 12, 19",24.39,24.39,2.0,2.0,24.39
2019-08-09,23.08,0.12,0.00498,0.498,24.21,24.21,"August 09, 19",24.09,24.09,105.0,105.0,24.17
2019-08-08,22.38,0.16,0.006860000000000001,0.686,23.48,23.48,"August 08, 19",23.32,23.32,122.0,122.0,23.42667
2019-08-07,22.22,0.13,0.00561,0.561,23.31,23.31,"August 07, 19",22.99,23.18,903.0,903.0,23.20333
2019-08-06,22.81,0.0,0.0,0.0,23.92,23.92,"August 06, 19",23.92,23.92,29.0,29.0,23.92
2019-08-05,23.28,0.0,0.0,0.0,24.42,24.42,"August 05, 19",24.42,24.42,121.0,121.0,24.42
2019-08-02,23.48,0.0,0.0,0.0,24.63,24.63,"August 02, 19",24.63,24.63,8.0,8.0,24.63
2019-08-01,23.12,0.0,0.0,0.0,24.25,24.25,"August 01, 19",24.25,24.25,130.0,130.0,24.25
2019-07-31,24.62,0.0,0.0,0.0,25.82,25.82,"July 31, 19",25.82,25.82,8.0,8.0,25.82
2019-07-30,24.71,0.02,0.0007700000000000001,0.077,25.92,25.92,"July 30, 19",25.9,25.9,100.0,100.0,25.91333
2019-07-29,24.21,0.0,0.0,0.0,25.4,25.4,"July 29, 19",25.4,25.4,43.0,43.0,25.4
2019-07-26,23.83,0.0,0.0,0.0,25.0,25.0,"July 26, 19",25.0,25.0,63.0,63.0,25.0
2019-07-25,23.72,-0.16,-0.006390000000000001,-0.639,24.88,25.04,"July 25, 19",24.88,25.04,100.0,100.0,24.93333
2019-07-24,23.71,-0.59,-0.023170000000000003,-2.317,24.87,25.46,"July 24, 19",24.87,25.46,100.0,100.0,25.06667
2019-07-23,24.16,0.0,0.0,0.0,25.34,25.34,"July 23, 19",25.34,25.34,8.0,8.0,25.34
2019-07-22,23.92,0.08,0.0032,0.32,25.1,25.12,"July 22, 19",25.02,25.02,700.0,700.0,25.08
2019-07-19,23.88,0.30000000000000004,0.01212,1.212,25.05,25.06,"July 19, 19",24.75,24.75,996.0,996.0,24.95333
2019-07-18,23.67,-0.03,-0.0012100000000000001,-0.121,24.83,24.86,"July 18, 19",24.83,24.86,102.0,102.0,24.84
2019-07-17,24.03,-0.54,-0.020970000000000003,-2.097,25.21,25.75,"July 17, 19",25.21,25.75,112.0,112.0,25.39
2019-07-16,24.69,0.0,0.0,0.0,25.9,25.9,"July 16, 19",25.9,25.9,65.0,65.0,25.9
2019-07-15,25.24,-0.56,-0.020710000000000003,-2.071,26.48,27.04,"July 15, 19",26.48,27.04,107.0,107.0,26.66667
2019-07-12,25.6,-0.02,-0.0007400000000000001,-0.074,26.86,26.88,"July 12, 19",26.86,26.88,100.0,100.0,26.86667
2019-07-11,25.68,-0.06,-0.00222,-0.222,26.93,26.99,"July 11, 19",26.93,26.99,100.0,100.0,26.95
2019-07-10,25.64,0.41000000000000003,0.01548,1.548,26.9,26.9,"July 10, 19",26.49,26.49,162.0,162.0,26.76333
2019-07-09,24.64,0.23,0.00898,0.898,25.84,25.84,"July 09, 19",25.61,25.61,200.0,200.0,25.76333
2019-07-08,24.42,-0.1,-0.0038900000000000002,-0.389,25.61,25.92,"July 08, 19",25.61,25.71,298.0,298.0,25.71333
2019-07-05,24.46,0.2,0.00786,0.786,25.66,25.66,"July 05, 19",25.46,25.46,289.0,289.0,25.59333
2019-07-03,24.11,0.0,0.0,0.0,25.29,25.29,"July 03, 19",25.06,25.29,203.0,203.0,25.21333
2019-07-02,23.94,-0.96,-0.036820000000000006,-3.682,25.11,26.07,"July 02, 19",25.11,26.07,1757.0,1757.0,25.43
2019-07-01,25.1,0.06,0.0022800000000000003,0.228,26.32,26.32,"July 01, 19",26.26,26.26,220.0,220.0,26.3
2019-06-28,24.6,-0.45,-0.017140000000000002,-1.714,25.8,26.25,"June 28, 19",25.8,26.25,477.0,477.0,25.95
2019-06-27,25.13,-0.04,-0.00152,-0.152,26.36,26.4,"June 27, 19",26.36,26.4,350.0,350.0,26.37333
2019-06-26,25.12,0.04,0.00152,0.152,26.35,26.35,"June 26, 19",26.31,26.31,101.0,101.0,26.33667
2019-06-25,24.54,-0.12,-0.00464,-0.464,25.74,25.86,"June 25, 19",25.74,25.86,501.0,501.0,25.78
2019-06-24,24.53,0.03,0.00117,0.117,25.73,25.73,"June 24, 19",25.37,25.7,508.0,508.0,25.61
2019-06-21,24.45,0.11,0.0043100000000000005,0.431,25.65,25.65,"June 21, 19",25.54,25.54,200.0,200.0,25.61333
2019-06-20,24.23,0.08,0.00316,0.316,25.41,25.41,"June 20, 19",25.3,25.33,443.0,443.0,25.37333
2019-06-19,23.15,0.26,0.010820000000000001,1.082,24.28,24.28,"June 19, 19",24.02,24.02,620.0,620.0,24.19333
2019-06-18,23.02,0.37,0.01557,1.557,24.14,24.14,"June 18, 19",23.77,23.77,100.0,100.0,24.01667
2019-06-17,22.15,-0.2,-0.00854,-0.854,23.23,23.43,"June 17, 19",23.14,23.43,442.0,442.0,23.26667
2019-06-14,22.42,-0.07,-0.0029700000000000004,-0.297,23.52,23.59,"June 14, 19",23.52,23.59,181.0,181.0,23.54333
2019-06-13,22.26,-1.74,-0.06935000000000001,-6.9350000000000005,23.35,25.09,"June 13, 19",23.35,25.09,1731.0,1731.0,23.93
2019-06-12,21.76,-0.49,-0.02101,-2.101,22.83,23.32,"June 12, 19",22.83,23.32,300.0,300.0,22.99333
2019-06-11,22.74,0.05,0.0021000000000000003,0.21,23.85,23.85,"June 11, 19",23.8,23.8,112.0,112.0,23.83333
2019-06-10,22.72,-0.36,-0.01488,-1.488,23.84,24.2,"June 10, 19",23.84,24.2,100.0,100.0,23.96
2019-06-07,23.01,0.0,0.0,0.0,24.14,24.14,"June 07, 19",24.14,24.14,3.0,3.0,24.14
2019-06-06,22.66,0.0,0.0,0.0,23.77,23.77,"June 06, 19",23.77,23.77,1.0,1.0,23.77
2019-06-05,22.04,0.01,0.00043,0.043000000000000003,23.12,23.12,"June 05, 19",23.1,23.11,1660.0,1660.0,23.11333
2019-06-04,22.83,0.0,0.0,0.0,23.94,23.94,"June 04, 19",23.94,23.94,3.0,3.0,23.94
2019-06-03,22.49,0.0,0.0,0.0,23.6,23.6,"June 03, 19",23.6,23.6,3.0,3.0,23.6
2019-05-31,22.68,0.0,0.0,0.0,23.79,23.79,"May 31, 19",23.79,23.79,3.0,3.0,23.79
2019-05-30,24.07,0.0,0.0,0.0,25.25,25.25,"May 30, 19",25.25,25.25,3.0,3.0,25.25
2019-05-29,25.07,0.0,0.0,0.0,26.3,26.3,"May 29, 19",26.3,26.3,3.0,3.0,26.3
2019-05-28,25.05,0.0,0.0,0.0,26.28,26.28,"May 28, 19",26.28,26.28,97.0,97.0,26.28
2019-05-24,25.04,0.0,0.0,0.0,26.27,26.27,"May 24, 19",26.27,26.27,3.0,3.0,26.27
2019-05-23,24.74,-0.64,-0.02407,-2.407,25.95,26.59,"May 23, 19",25.95,26.59,340.0,340.0,26.16333
2019-05-22,26.07,0.0,0.0,0.0,27.35,27.35,"May 22, 19",27.35,27.35,3.0,3.0,27.35
2019-05-21,26.86,0.0,0.0,0.0,28.18,28.18,"May 21, 19",28.18,28.18,3.0,3.0,28.18
2019-05-20,26.92,0.0,0.0,0.0,28.24,28.24,"May 20, 19",28.24,28.24,3.0,3.0,28.24
2019-05-17,26.76,0.0,0.0,0.0,28.07,28.07,"May 17, 19",28.07,28.07,3.0,3.0,28.07
2019-05-16,26.9,-0.01,-0.00035,-0.035,28.22,28.23,"May 16, 19",28.22,28.23,100.0,100.0,28.22333
2019-05-15,26.56,0.0,0.0,0.0,27.86,27.86,"May 15, 19",27.86,27.86,1.0,1.0,27.86
2019-05-14,26.32,0.0,0.0,0.0,27.61,27.61,"May 14, 19",27.61,27.61,3.0,3.0,27.61
2019-05-13,25.93,-0.11,-0.004030000000000001,-0.403,27.2,27.31,"May 13, 19",27.2,27.31,184.0,184.0,27.23667
2019-05-10,26.26,0.0,0.0,0.0,27.55,27.55,"May 10, 19",27.55,27.55,3.0,3.0,27.55
2019-05-09,26.23,0.0,0.0,0.0,27.51,27.51,"May 09, 19",27.51,27.51,3.0,3.0,27.51
2019-05-08,26.37,0.14,0.005090000000000001,0.509,27.66,27.66,"May 08, 19",27.52,27.52,100.0,100.0,27.61333
2019-05-07,26.05,0.04,0.0014700000000000002,0.147,27.33,27.33,"May 07, 19",27.29,27.29,100.0,100.0,27.31667
2019-05-06,26.76,0.56,0.020360000000000003,2.036,28.07,28.07,"May 06, 19",27.51,27.51,101.0,101.0,27.88333
2019-05-03,26.34,0.0,0.0,0.0,27.63,27.63,"May 03, 19",27.63,27.63,3.0,3.0,27.63
2019-05-02,26.23,-0.24,-0.008650000000000001,-0.865,27.51,27.75,"May 02, 19",27.51,27.75,352.0,352.0,27.59
2019-05-01,27.06,0.0,0.0,0.0,28.39,28.39,"May 01, 19",28.39,28.39,1.0,1.0,28.39
2019-04-30,27.17,-0.06,-0.0021000000000000003,-0.21,28.5,28.56,"April 30, 19",28.4,28.56,419.0,419.0,28.48667
2019-04-29,27.05,0.0,0.0,0.0,28.38,28.38,"April 29, 19",28.38,28.38,3.0,3.0,28.38
2019-04-26,26.76,0.0,0.0,0.0,28.07,28.07,"April 26, 19",28.07,28.07,3.0,3.0,28.07
2019-04-25,27.64,0.0,0.0,0.0,29.0,29.0,"April 25, 19",29.0,29.0,1.0,1.0,29.0
2019-04-24,27.94,0.0,0.0,0.0,29.31,29.31,"April 24, 19",29.31,29.31,100.0,100.0,29.31
2019-04-23,28.14,0.0,0.0,0.0,29.52,29.52,"April 23, 19",29.52,29.52,100.0,100.0,29.52
2019-04-22,27.88,0.0,0.0,0.0,29.24,29.24,"April 22, 19",29.24,29.24,100.0,100.0,29.24
2019-04-18,27.23,0.0,0.0,0.0,28.56,28.56,"April 18, 19",28.56,28.56,0.0,0.0,0.0
2019-04-17,27.14,0.0,0.0,0.0,28.47,28.47,"April 17, 19",28.47,28.47,0.0,0.0,0.0
2019-04-16,27.33,0.34,0.012,1.2,28.67,28.67,"April 16, 19",28.33,28.33,100.0,100.0,28.55667
2019-04-15,27.07,0.0,0.0,0.0,28.39,28.39,"April 15, 19",28.39,28.39,0.0,0.0,0.0
2019-04-12,27.18,0.0,0.0,0.0,28.51,28.51,"April 12, 19",28.51,28.51,0.0,0.0,0.0
2019-04-11,27.12,0.08,0.00282,0.28200000000000003,28.45,28.45,"April 11, 19",28.37,28.37,100.0,100.0,28.42333
2019-04-10,27.41,0.23,0.008060000000000001,0.806,28.76,28.76,"April 10, 19",28.53,28.53,100.0,100.0,28.68333
