marketplace_id,order_day,order_week,gl,product_family,units,ops,country
1,2017-03-06,2017-03-11,Amazon_Pantry,Consumables,12113.982532544685,57250.585936692354,US
1,2017-03-07,2017-03-11,Amazon_Pantry,Consumables,10191.296314605865,49252.128220014034,US
1,2017-03-08,2017-03-11,Amazon_Pantry,Consumables,9499.685702314517,46918.743202057354,US
1,2017-03-09,2017-03-11,Amazon_Pantry,Consumables,9178.918111714536,45662.12553146861,US
1,2017-03-10,2017-03-11,Amazon_Pantry,Consumables,9466.188265101153,45632.36316473822,US
1,2017-03-11,2017-03-11,Amazon_Pantry,Consumables,9521.115452657996,48174.04860700797,US
1,2017-03-12,2017-03-18,Amazon_Pantry,Consumables,12182.477864492315,57323.970304720046,US
1,2017-03-13,2017-03-18,Amazon_Pantry,Consumables,10082.239188404445,53555.536810322454,US
1,2017-03-14,2017-03-18,Amazon_Pantry,Consumables,10778.101654675682,54614.919712957926,US
1,2017-03-15,2017-03-18,Amazon_Pantry,Consumables,10193.474737102193,54174.72099666144,US
1,2017-03-16,2017-03-18,Amazon_Pantry,Consumables,9608.5675624228,51890.21220713793,US
1,2017-03-17,2017-03-18,Amazon_Pantry,Consumables,8363.613348067847,43335.23637009016,US
1,2017-03-18,2017-03-18,Amazon_Pantry,Consumables,9691.341785556026,46951.91496350443,US
1,2017-03-19,2017-03-25,Amazon_Pantry,Consumables,13090.292883872322,65750.50746004005,US
1,2017-03-20,2017-03-25,Amazon_Pantry,Consumables,11299.761012498777,59035.42913558928,US
1,2017-03-21,2017-03-25,Amazon_Pantry,Consumables,10679.887237117191,51972.2200935472,US
1,2017-03-22,2017-03-25,Amazon_Pantry,Consumables,10649.042119421962,50979.0731644309,US
1,2017-03-23,2017-03-25,Amazon_Pantry,Consumables,9314.97226143433,46465.24799413695,US
1,2017-03-24,2017-03-25,Amazon_Pantry,Consumables,8541.988066216476,45507.47593093251,US
1,2017-03-25,2017-03-25,Amazon_Pantry,Consumables,9239.63355219445,45796.234046685124,US
1,2017-03-26,2017-04-01,Amazon_Pantry,Consumables,13093.817621472925,59508.07479699107,US
1,2017-03-27,2017-04-01,Amazon_Pantry,Consumables,11299.092778935401,55071.55835712166,US
1,2017-03-28,2017-04-01,Amazon_Pantry,Consumables,10580.686186410743,51776.36194779825,US
1,2017-03-29,2017-04-01,Amazon_Pantry,Consumables,9987.569711521068,49346.06002054934,US
1,2017-03-30,2017-04-01,Amazon_Pantry,Consumables,10459.260567219433,46544.20141258172,US
1,2017-03-31,2017-04-01,Amazon_Pantry,Consumables,10269.298391420047,49061.9837288037,US
1,2017-04-01,2017-04-01,Amazon_Pantry,Consumables,10114.701341248589,50819.00753546575,US
1,2017-04-02,2017-04-08,Amazon_Pantry,Consumables,12585.342042245107,59521.173015580316,US
1,2017-04-03,2017-04-08,Amazon_Pantry,Consumables,12494.563042942484,60715.60241079077,US
1,2017-04-04,2017-04-08,Amazon_Pantry,Consumables,11024.702409656074,50604.1313157232,US
1,2017-04-05,2017-04-08,Amazon_Pantry,Consumables,10080.976668099142,50153.7131193129,US
1,2017-04-06,2017-04-08,Amazon_Pantry,Consumables,9216.004985858292,46378.40532175188,US
1,2017-04-07,2017-04-08,Amazon_Pantry,Consumables,8888.074143427237,41489.0807269885,US
1,2017-04-08,2017-04-08,Amazon_Pantry,Consumables,9048.607664913376,44200.84624185036,US
1,2017-04-09,2017-04-15,Amazon_Pantry,Consumables,11266.099890553869,54510.729052581926,US
1,2017-04-10,2017-04-15,Amazon_Pantry,Consumables,11347.334140924397,53306.23478742691,US
1,2017-04-11,2017-04-15,Amazon_Pantry,Consumables,9970.982889817331,50113.52854514039,US
1,2017-04-12,2017-04-15,Amazon_Pantry,Consumables,9809.16250545698,48811.06359600037,US
1,2017-04-13,2017-04-15,Amazon_Pantry,Consumables,8333.266332778536,41899.80668788864,US
1,2017-04-14,2017-04-15,Amazon_Pantry,Consumables,8368.583851381043,39623.6460789857,US
1,2017-04-15,2017-04-15,Amazon_Pantry,Consumables,7782.518641760216,37862.90700133731,US
1,2017-04-16,2017-04-22,Amazon_Pantry,Consumables,9384.178174475925,42920.542357372855,US
1,2017-04-17,2017-04-22,Amazon_Pantry,Consumables,10957.035746841852,51195.7840222973,US
1,2017-04-18,2017-04-22,Amazon_Pantry,Consumables,11338.306576286925,57893.221486919894,US
1,2017-04-19,2017-04-22,Amazon_Pantry,Consumables,10850.801779230222,51284.25297729849,US
1,2017-04-20,2017-04-22,Amazon_Pantry,Consumables,10013.597193992535,45628.23971966642,US
1,2017-04-21,2017-04-22,Amazon_Pantry,Consumables,8672.221001373078,43093.8728163749,US
1,2017-04-22,2017-04-22,Amazon_Pantry,Consumables,9154.121354683159,46126.449682094666,US
1,2017-04-23,2017-04-29,Amazon_Pantry,Consumables,11879.71326331106,57065.61870282767,US
1,2017-04-24,2017-04-29,Amazon_Pantry,Consumables,12289.948345033465,56870.599789258085,US
1,2017-04-25,2017-04-29,Amazon_Pantry,Consumables,11002.960711013977,54582.580163794206,US
1,2017-04-26,2017-04-29,Amazon_Pantry,Consumables,10261.543379633598,49127.761672248445,US
1,2017-04-27,2017-04-29,Amazon_Pantry,Consumables,9711.716785804576,50363.01974729487,US
1,2017-04-28,2017-04-29,Amazon_Pantry,Consumables,9667.499835250968,45015.45092448564,US
1,2017-04-29,2017-04-29,Amazon_Pantry,Consumables,9959.814156513492,49652.005969391736,US
1,2017-04-30,2017-05-06,Amazon_Pantry,Consumables,12546.84595567594,62737.7251904446,US
1,2017-05-01,2017-05-06,Amazon_Pantry,Consumables,12605.491346487184,58269.56562703101,US
1,2017-05-02,2017-05-06,Amazon_Pantry,Consumables,11184.43296454921,52232.210187442324,US
1,2017-05-03,2017-05-06,Amazon_Pantry,Consumables,11104.407519643091,49665.81018515601,US
1,2017-05-04,2017-05-06,Amazon_Pantry,Consumables,9946.180202939526,44543.89863484028,US
1,2017-05-05,2017-05-06,Amazon_Pantry,Consumables,8489.875135127188,43448.95756265886,US
1,2017-05-06,2017-05-06,Amazon_Pantry,Consumables,8864.583414781728,47144.48491724079,US
1,2017-05-07,2017-05-13,Amazon_Pantry,Consumables,12389.815636988053,56150.95951743352,US
1,2017-05-08,2017-05-13,Amazon_Pantry,Consumables,11058.0962123949,56397.102831895936,US
1,2017-05-09,2017-05-13,Amazon_Pantry,Consumables,10648.888153682476,50047.242937054405,US
1,2017-05-10,2017-05-13,Amazon_Pantry,Consumables,10263.813051940017,48922.779980618565,US
1,2017-05-11,2017-05-13,Amazon_Pantry,Consumables,9268.22288002282,48006.652839010945,US
1,2017-05-12,2017-05-13,Amazon_Pantry,Consumables,8707.715824014007,39978.30233479295,US
1,2017-05-13,2017-05-13,Amazon_Pantry,Consumables,8474.897252757919,43830.188341646215,US
1,2017-05-14,2017-05-20,Amazon_Pantry,Consumables,10613.055289617061,52063.39239883917,US
1,2017-05-15,2017-05-20,Amazon_Pantry,Consumables,12079.046911584443,56006.81030418822,US
1,2017-05-16,2017-05-20,Amazon_Pantry,Consumables,10770.180599776724,56446.515423391065,US
1,2017-05-17,2017-05-20,Amazon_Pantry,Consumables,10650.890889318367,52830.813494028254,US
1,2017-05-18,2017-05-20,Amazon_Pantry,Consumables,9851.613384223056,48295.822786916964,US
1,2017-05-19,2017-05-20,Amazon_Pantry,Consumables,9493.933915011256,42716.11120373888,US
1,2017-05-20,2017-05-20,Amazon_Pantry,Consumables,8794.916967728093,43708.41291725036,US
1,2017-05-21,2017-05-27,Amazon_Pantry,Consumables,11687.497985115357,57265.71635425338,US
1,2017-05-22,2017-05-27,Amazon_Pantry,Consumables,12101.618740484224,59507.04563791813,US
1,2017-05-23,2017-05-27,Amazon_Pantry,Consumables,10647.982257533653,53794.8748747663,US
1,2017-05-24,2017-05-27,Amazon_Pantry,Consumables,9547.266797363396,50759.26333646797,US
1,2017-05-25,2017-05-27,Amazon_Pantry,Consumables,9238.696875826086,41582.41948454335,US
1,2017-05-26,2017-05-27,Amazon_Pantry,Consumables,7836.993463575088,37749.55997427995,US
1,2017-05-27,2017-05-27,Amazon_Pantry,Consumables,7930.429200070645,35974.958269668576,US
1,2017-05-28,2017-06-03,Amazon_Pantry,Consumables,8164.760497978158,41160.46507331257,US
1,2017-05-29,2017-06-03,Amazon_Pantry,Consumables,11288.120700915895,56900.42037789487,US
1,2017-05-30,2017-06-03,Amazon_Pantry,Consumables,11807.473323181612,59119.254852661026,US
1,2017-05-31,2017-06-03,Amazon_Pantry,Consumables,11949.201248219808,54522.11479227433,US
1,2017-06-01,2017-06-03,Amazon_Pantry,Consumables,11410.96727610968,54682.00329668684,US
1,2017-06-02,2017-06-03,Amazon_Pantry,Consumables,9437.386004258116,45026.491006291486,US
1,2017-06-03,2017-06-03,Amazon_Pantry,Consumables,9980.703676345956,45852.951785686484,US
1,2017-06-04,2017-06-10,Amazon_Pantry,Consumables,12254.52363053521,61281.73016462714,US
1,2017-06-05,2017-06-10,Amazon_Pantry,Consumables,12323.063092157417,62663.30101914125,US
1,2017-06-06,2017-06-10,Amazon_Pantry,Consumables,11028.391610402046,55801.552822086815,US
1,2017-06-07,2017-06-10,Amazon_Pantry,Consumables,10269.448005371658,51050.295019767735,US
1,2017-06-08,2017-06-10,Amazon_Pantry,Consumables,9785.67322863505,49778.985080953156,US
1,2017-06-09,2017-06-10,Amazon_Pantry,Consumables,8533.481761482359,40365.85855926436,US
1,2017-06-10,2017-06-10,Amazon_Pantry,Consumables,8720.552818797762,44664.008503611156,US
1,2017-06-11,2017-06-17,Amazon_Pantry,Consumables,11218.41569795618,54382.12995945007,US
1,2017-06-12,2017-06-17,Amazon_Pantry,Consumables,10096.35228253409,53184.58573655756,US
1,2017-06-13,2017-06-17,Amazon_Pantry,Consumables,10021.676072508724,52972.87720176124,US
1,2017-06-14,2017-06-17,Amazon_Pantry,Consumables,10617.614305029012,50695.90219503816,US
1,2017-06-15,2017-06-17,Amazon_Pantry,Consumables,10513.209638426191,49436.20867803819,US
1,2017-06-16,2017-06-17,Amazon_Pantry,Consumables,9303.950802576772,46469.180958181336,US
1,2017-06-17,2017-06-17,Amazon_Pantry,Consumables,9551.716201169222,45707.923796991214,US
1,2017-06-18,2017-06-24,Amazon_Pantry,Consumables,10869.817153500826,54936.548788556414,US
1,2017-06-19,2017-06-24,Amazon_Pantry,Consumables,12059.733629149858,60119.0456660346,US
1,2017-06-20,2017-06-24,Amazon_Pantry,Consumables,10753.65562032868,50981.22042493892,US
1,2017-06-21,2017-06-24,Amazon_Pantry,Consumables,9582.50955215813,48829.43470482659,US
1,2017-06-22,2017-06-24,Amazon_Pantry,Consumables,8922.800115884434,42924.12469495445,US
1,2017-06-23,2017-06-24,Amazon_Pantry,Consumables,8523.179767492826,40935.26107419272,US
1,2017-06-24,2017-06-24,Amazon_Pantry,Consumables,9069.38227388328,43403.93974085149,US
1,2017-06-25,2017-07-01,Amazon_Pantry,Consumables,11693.667451732425,57811.10763400245,US
1,2017-06-26,2017-07-01,Amazon_Pantry,Consumables,11614.29665807067,53932.40791649073,US
1,2017-06-27,2017-07-01,Amazon_Pantry,Consumables,10580.050381784327,54773.15016990309,US
1,2017-06-28,2017-07-01,Amazon_Pantry,Consumables,9767.066388743691,49163.02531445918,US
1,2017-06-29,2017-07-01,Amazon_Pantry,Consumables,9661.145443769014,44435.5235795968,US
1,2017-06-30,2017-07-01,Amazon_Pantry,Consumables,9289.317734336308,41872.1208722964,US
1,2017-07-01,2017-07-01,Amazon_Pantry,Consumables,8396.918460481285,42775.73239089266,US
1,2017-07-02,2017-07-08,Amazon_Pantry,Consumables,9188.083024741083,45335.0839487714,US
1,2017-07-03,2017-07-08,Amazon_Pantry,Consumables,8920.569080973559,44754.69865736503,US
1,2017-07-04,2017-07-08,Amazon_Pantry,Consumables,9013.54322425851,42904.25875705658,US
1,2017-07-05,2017-07-08,Amazon_Pantry,Consumables,11078.478506242976,54626.67415822028,US
1,2017-07-06,2017-07-08,Amazon_Pantry,Consumables,10224.171267384912,50182.35853801352,US
1,2017-07-07,2017-07-08,Amazon_Pantry,Consumables,9290.162032896556,46220.656922242335,US
1,2017-07-08,2017-07-08,Amazon_Pantry,Consumables,10699.17650953639,49333.868347077805,US
1,2017-07-09,2017-07-15,Amazon_Pantry,Consumables,12101.737617132272,61291.793005576095,US
1,2017-07-10,2017-07-15,Amazon_Pantry,Consumables,15142.980264368909,76131.93191844872,US
1,2017-07-11,2017-07-15,Amazon_Pantry,Consumables,24757.72532869968,130457.78839601767,US
1,2017-07-12,2017-07-15,Amazon_Pantry,Consumables,9987.486857680768,48147.41794737036,US
1,2017-07-13,2017-07-15,Amazon_Pantry,Consumables,9545.56313449386,46227.178207081466,US
1,2017-07-14,2017-07-15,Amazon_Pantry,Consumables,9416.311527533431,44764.26853417672,US
1,2017-07-15,2017-07-15,Amazon_Pantry,Consumables,8719.152893776612,45983.508121029874,US
1,2017-07-16,2017-07-22,Amazon_Pantry,Consumables,10931.005276839056,55911.54654637434,US
1,2017-07-17,2017-07-22,Amazon_Pantry,Consumables,10989.863813669122,59678.8794978861,US
1,2017-07-18,2017-07-22,Amazon_Pantry,Consumables,11395.885094252237,53909.70621884137,US
1,2017-07-19,2017-07-22,Amazon_Pantry,Consumables,10296.702166294639,54198.13681737801,US
1,2017-07-20,2017-07-22,Amazon_Pantry,Consumables,9882.396667596711,50208.1813662121,US
1,2017-07-21,2017-07-22,Amazon_Pantry,Consumables,9296.900133790345,46994.36636890508,US
1,2017-07-22,2017-07-22,Amazon_Pantry,Consumables,10051.102190211508,48616.22388026503,US
1,2017-07-23,2017-07-29,Amazon_Pantry,Consumables,12380.752030847025,59550.81910996817,US
1,2017-07-24,2017-07-29,Amazon_Pantry,Consumables,11778.25239635347,54065.52038941893,US
1,2017-07-25,2017-07-29,Amazon_Pantry,Consumables,10858.847632950245,54510.81297950893,US
1,2017-07-26,2017-07-29,Amazon_Pantry,Consumables,10466.308461085822,52399.880313873386,US
1,2017-07-27,2017-07-29,Amazon_Pantry,Consumables,8884.880070731502,44408.491308746394,US
1,2017-07-28,2017-07-29,Amazon_Pantry,Consumables,9544.448712201065,46676.91242573528,US
1,2017-07-29,2017-07-29,Amazon_Pantry,Consumables,9599.31357336105,46797.61498940024,US
1,2017-07-30,2017-08-05,Amazon_Pantry,Consumables,11806.643916572457,56513.62479928952,US
1,2017-07-31,2017-08-05,Amazon_Pantry,Consumables,11991.367193055832,61792.16074175518,US
1,2017-08-01,2017-08-05,Amazon_Pantry,Consumables,12444.813862101788,58905.537251245296,US
1,2017-08-02,2017-08-05,Amazon_Pantry,Consumables,11203.135511081797,53464.195964829465,US
1,2017-08-03,2017-08-05,Amazon_Pantry,Consumables,11425.537853561384,50161.673228784544,US
1,2017-08-04,2017-08-05,Amazon_Pantry,Consumables,11035.784051654131,46204.256473968475,US
1,2017-08-05,2017-08-05,Amazon_Pantry,Consumables,10802.747292198515,51715.047884075255,US
1,2017-08-06,2017-08-12,Amazon_Pantry,Consumables,13203.850337030628,61573.3094518536,US
1,2017-08-07,2017-08-12,Amazon_Pantry,Consumables,12196.05545240094,57884.08136993372,US
1,2017-08-08,2017-08-12,Amazon_Pantry,Consumables,11515.235342449429,53237.28704552093,US
1,2017-08-09,2017-08-12,Amazon_Pantry,Consumables,10980.108710255041,50457.658710791824,US
1,2017-08-10,2017-08-12,Amazon_Pantry,Consumables,9953.332961858647,45598.07708076961,US
1,2017-08-11,2017-08-12,Amazon_Pantry,Consumables,9879.23395520199,46580.091877431834,US
1,2017-08-12,2017-08-12,Amazon_Pantry,Consumables,10175.370834891071,45632.19175808254,US
1,2017-08-13,2017-08-19,Amazon_Pantry,Consumables,12701.840361428598,58805.8045158637,US
1,2017-08-14,2017-08-19,Amazon_Pantry,Consumables,11946.60645674756,57999.28632517389,US
1,2017-08-15,2017-08-19,Amazon_Pantry,Consumables,12088.271641559135,55993.68052654269,US
1,2017-08-16,2017-08-19,Amazon_Pantry,Consumables,11024.585407703033,54188.26280916285,US
1,2017-08-17,2017-08-19,Amazon_Pantry,Consumables,11057.989974867507,52083.72758687763,US
1,2017-08-18,2017-08-19,Amazon_Pantry,Consumables,9650.339813917959,49100.243001711046,US
1,2017-08-19,2017-08-19,Amazon_Pantry,Consumables,9891.15206701642,46588.13494315985,US
1,2017-08-20,2017-08-26,Amazon_Pantry,Consumables,13130.548562993732,63225.65755330793,US
1,2017-08-21,2017-08-26,Amazon_Pantry,Consumables,11282.204947746535,56524.5693144699,US
1,2017-08-22,2017-08-26,Amazon_Pantry,Consumables,12925.871529617982,57008.47283967508,US
1,2017-08-23,2017-08-26,Amazon_Pantry,Consumables,11170.436286876109,53543.51891607289,US
1,2017-08-24,2017-08-26,Amazon_Pantry,Consumables,11330.90293661792,55251.79738013155,US
1,2017-08-25,2017-08-26,Amazon_Pantry,Consumables,10951.229420184636,49347.327795300094,US
1,2017-08-26,2017-08-26,Amazon_Pantry,Consumables,10808.463947440796,51380.52505404419,US
1,2017-08-27,2017-09-02,Amazon_Pantry,Consumables,13988.894091226026,62068.50276393648,US
1,2017-08-28,2017-09-02,Amazon_Pantry,Consumables,13582.959747303985,61887.23897696387,US
1,2017-08-29,2017-09-02,Amazon_Pantry,Consumables,12920.279230479675,62256.31050353312,US
1,2017-08-30,2017-09-02,Amazon_Pantry,Consumables,12418.055640927525,58527.22077587665,US
1,2017-08-31,2017-09-02,Amazon_Pantry,Consumables,11906.308684223875,52040.23168082702,US
1,2017-09-01,2017-09-02,Amazon_Pantry,Consumables,11813.6576637749,51297.619294824006,US
1,2017-09-02,2017-09-02,Amazon_Pantry,Consumables,11880.013995905703,53296.14994928782,US
1,2017-09-03,2017-09-09,Amazon_Pantry,Consumables,11770.28727604442,56589.96370295796,US
1,2017-09-04,2017-09-09,Amazon_Pantry,Consumables,14914.057490546265,74471.5036810277,US
1,2017-09-05,2017-09-09,Amazon_Pantry,Consumables,13502.415122194108,66463.08724621231,US
1,2017-09-06,2017-09-09,Amazon_Pantry,Consumables,12971.803125981423,57242.87604982691,US
1,2017-09-07,2017-09-09,Amazon_Pantry,Consumables,10697.194963093732,48441.44155784496,US
1,2017-09-08,2017-09-09,Amazon_Pantry,Consumables,9541.334584821368,43882.1669844341,US
1,2017-09-09,2017-09-09,Amazon_Pantry,Consumables,9427.09853233514,47906.58446363369,US
1,2017-09-10,2017-09-16,Amazon_Pantry,Consumables,13058.561512195269,59148.477153609834,US
1,2017-09-11,2017-09-16,Amazon_Pantry,Consumables,12330.510356400533,58051.001712783625,US
1,2017-09-12,2017-09-16,Amazon_Pantry,Consumables,10469.92504828556,48580.713696300925,US
1,2017-09-13,2017-09-16,Amazon_Pantry,Consumables,11038.598251362337,50941.033231041896,US
1,2017-09-14,2017-09-16,Amazon_Pantry,Consumables,10374.744480501651,48075.92322192419,US
1,2017-09-15,2017-09-16,Amazon_Pantry,Consumables,9370.393254767663,47188.67702076842,US
1,2017-09-16,2017-09-16,Amazon_Pantry,Consumables,10264.896123493583,45676.76936719922,US
1,2017-09-17,2017-09-23,Amazon_Pantry,Consumables,12876.686524306782,63813.08961742273,US
1,2017-09-18,2017-09-23,Amazon_Pantry,Consumables,12427.181354495633,59908.69611371485,US
1,2017-09-19,2017-09-23,Amazon_Pantry,Consumables,11528.461815593882,54494.905517065075,US
1,2017-09-20,2017-09-23,Amazon_Pantry,Consumables,10780.83396729327,49289.16647992081,US
1,2017-09-21,2017-09-23,Amazon_Pantry,Consumables,10386.129681660379,45587.51556364008,US
1,2017-09-22,2017-09-23,Amazon_Pantry,Consumables,9286.423731504787,45018.96936664041,US
1,2017-09-23,2017-09-23,Amazon_Pantry,Consumables,10211.406850226378,46454.7582000583,US
1,2017-09-24,2017-09-30,Amazon_Pantry,Consumables,13103.63097653295,63569.623181907904,US
1,2017-09-25,2017-09-30,Amazon_Pantry,Consumables,13243.36927929239,59959.13720573708,US
1,2017-09-26,2017-09-30,Amazon_Pantry,Consumables,11926.387126288908,55780.970400166,US
1,2017-09-27,2017-09-30,Amazon_Pantry,Consumables,11819.207985441784,51186.282365570856,US
1,2017-09-28,2017-09-30,Amazon_Pantry,Consumables,10230.685680467968,48470.155359407414,US
1,2017-09-29,2017-09-30,Amazon_Pantry,Consumables,10770.54557580354,48127.347981185965,US
1,2017-09-30,2017-09-30,Amazon_Pantry,Consumables,10609.646233931895,52677.522447137155,US
1,2017-10-01,2017-10-07,Amazon_Pantry,Consumables,13716.859135455346,63605.33503113916,US
1,2017-10-02,2017-10-07,Amazon_Pantry,Consumables,10156.000927953372,47561.31386768576,US
1,2017-10-03,2017-10-07,Amazon_Pantry,Consumables,12430.627593834106,58162.295609123474,US
1,2017-10-04,2017-10-07,Amazon_Pantry,Consumables,11082.54791990652,54717.17971962493,US
1,2017-10-05,2017-10-07,Amazon_Pantry,Consumables,9822.577437994749,49005.18322839534,US
1,2017-10-06,2017-10-07,Amazon_Pantry,Consumables,9158.796667858787,45462.216648995665,US
1,2017-10-07,2017-10-07,Amazon_Pantry,Consumables,9933.50510006222,48550.627182603865,US
1,2017-10-08,2017-10-14,Amazon_Pantry,Consumables,12918.074460130845,60111.37782493367,US
1,2017-10-09,2017-10-14,Amazon_Pantry,Consumables,13642.680241381673,64117.48126541892,US
1,2017-10-10,2017-10-14,Amazon_Pantry,Consumables,11516.413805815351,53495.048723957334,US
1,2017-10-11,2017-10-14,Amazon_Pantry,Consumables,11615.096745335884,57681.709226552746,US
