,A,B,C,cat,source,id
84,-0.3048168830714969,-0.2530325023072526,0.005449615003559039,Heathly,,
85,-0.27953923054371427,-0.3360253749721338,-0.10111702456348486,Heathly,,
86,-0.2059726787403194,0.33121089655774194,-0.1243726553473371,Heathly,,
87,-0.3193909445519639,-0.2544059070619537,-0.08001834901165078,Heathly,,
88,-0.2475607693838624,0.08088402761348458,-0.06802522581380617,Heathly,,
89,-0.2565230280341267,0.07922932825870234,-0.1503843221503479,Heathly,,
90,-0.3470008401698714,0.32781353278695485,-0.09143126164543411,Heathly,,
91,-0.25323313461777225,0.16445102134610434,-0.10427478824535544,Heathly,,
92,-0.08131317715031676,-0.16701426685353865,-0.06278441776606154,Heathly,,
93,-0.16497372242959188,-0.1672040591295272,-0.12247132241340655,Heathly,,
94,-0.1654222807652904,-0.2514774636000548,-0.035133363537366236,Heathly,,
95,-0.2942025095487199,-0.08456011915227085,-0.10527118603702729,Heathly,,
96,-0.19906366084673585,0.24637086839228522,-0.10298507747493285,Heathly,,
97,-0.2882970182383488,-0.3364509851956923,-0.10230057136908488,Heathly,,
98,-0.05897035156002808,0.0006368242009021315,-0.08162260569405969,Heathly,,
99,-0.20726792285702728,0.2488121367437184,-0.10061552571363012,Heathly,,
100,-0.18791283269461656,-0.2519438637948573,-0.11376046242141516,Heathly,,
101,-0.07884938526335586,-0.4171246852277529,-0.0967391528373918,Heathly,,
102,-0.2100486085263371,-0.08511919313834539,-0.14759440606487434,Heathly,,
103,-0.31181052567178597,-0.08649596306615295,-0.0926005530867183,Heathly,,
104,-0.2217359334575824,-0.33684280774489866,-0.08814525190095121,Heathly,,
105,-0.19297645495599688,-0.08533294763885063,-0.11612905302465323,Heathly,,
106,-0.15782327888666042,0.08257184294065541,-0.03161004974747429,Heathly,,
107,-0.09115961366944247,-0.08208482480715995,-0.08342006156848109,Heathly,,
108,-0.19736488597600008,0.2485141183927423,-0.11296104286002406,Heathly,,
109,-0.15283827384292456,-0.33421978325703183,-0.10368153075736855,Heathly,,
110,-0.02965022319247415,-0.3328803129104555,-0.12342793544659841,Heathly,,
111,-0.17564147682650083,-0.2514000715597735,-0.05653757483523182,Heathly,,
112,-0.027728562977829906,-0.08376687962921912,-0.10884013688437494,Heathly,,
113,-0.1791108196399717,-0.3348548699325649,-0.09654063107934052,Heathly,,
114,-0.08187993347675467,-0.41536810652426953,-0.09193693256900487,Heathly,,
115,-0.3093674949916728,0.24835843288387024,-0.07691151081158251,Heathly,,
116,-0.07760081322599549,-0.33247153693906956,-0.11207539564691024,Heathly,,
117,-0.1348647683502658,0.33269315259836085,-0.10122215991673089,Heathly,,
118,-0.08246997266384357,-0.41690410422051893,-0.09811776588837229,Heathly,,
119,-0.030337358771377103,-0.4142342054471544,-0.10229890225415232,Heathly,,
120,-0.048789129369068214,-0.3311406721082442,-0.05319531341965214,Heathly,,
121,0.13121249357062054,0.08491801405569148,-0.13439308964938795,Heathly,,
122,-0.021327170449965006,0.16615505250165294,-0.15344268931613747,Heathly,,
123,0.02450448653022555,-0.16696144372867405,-0.12086558163987586,Heathly,,
124,0.048057453229141296,-0.41508036156885836,-0.14104616108298668,Heathly,,
125,-0.06706097481642818,-0.08388619090244155,-0.09293778899841507,Heathly,,
126,-0.043983473421677174,-0.165088005487366,-0.09105976734415384,Heathly,,
127,0.023205218134454617,-0.2488236533177332,-0.09098560009842104,Heathly,,
128,0.025729305765332795,-0.24818473155929896,-0.11294397246873791,Heathly,,
129,-0.037629978240980494,-0.16651257054579183,-0.14360793464467492,Heathly,,
130,-0.013098978877258445,0.0836934171927656,-0.1629149906868193,Heathly,,
131,0.11237124170885299,0.084048696581068,-0.14115493505667331,Heathly,,
132,0.012494627441429058,0.16617605213752876,-0.07815047323300962,Heathly,,
133,0.007712134917463908,0.0016346557828493201,-0.13551956431612455,Heathly,,
134,-0.08694440804309857,-0.08311503855910825,-0.15561397160994195,Heathly,,
135,-0.06851009186528627,0.0826085558494906,-0.10211677826089549,Heathly,,
136,0.07090737470938388,0.001865856642346682,-0.12833709887581604,Heathly,,
137,-0.08547412674861334,-0.0839768687102688,-0.15065177993851303,Heathly,,
138,0.13062195475474567,-0.41361377837701396,-0.11567770410266044,Heathly,,
139,0.05649907250366955,0.08487118566094877,-0.10541864248376515,Heathly,,
140,0.06173751860122876,-0.4146762188091286,-0.14706131728855354,Heathly,,
141,0.13570993565107525,-0.16573748671749822,-0.1699744719548824,Heathly,,
142,0.04090455005530197,0.25189686029294295,-0.11673287802786111,Heathly,,
143,0.1266747936757739,0.3345094628391418,-0.1551133136730282,Heathly,,
144,0.258693915163094,0.08773869252274331,-0.09032466368713482,Heathly,,
145,0.039060682225360015,0.25042821993141995,-0.16362657539457082,Heathly,,
146,0.12177930498020202,-0.08377150927649268,-0.16358173320036273,Heathly,,
147,0.09047990520083873,0.3340044233664468,-0.20028690463809948,Heathly,,
148,0.2760345518129387,-0.3304538715041599,-0.12901727695990511,Heathly,,
149,0.23965601951574353,0.2528443184136013,-0.1780350970663257,Heathly,,
150,0.2899434274252336,0.0876280411604961,-0.15950447085631345,Heathly,,
151,0.38487390860572984,0.08709382285414834,-0.1928039841343283,Heathly,,
152,0.25731125434899277,0.33628676600116697,-0.17663856790274898,Heathly,,
153,0.32592054990093416,0.004710965565695677,-0.1303577006471464,Heathly,,
154,0.21839880725771418,-0.16254596257335616,-0.16024930718042302,Heathly,,
155,0.2538179623398936,-0.24588322878685812,-0.19422802253461038,Heathly,,
156,0.19046813877584026,-0.163299473832563,-0.1529472928442712,Heathly,,
157,0.22281539377276507,-0.07921642603436095,-0.17320094700324634,Heathly,,
158,0.32140536165060885,-0.07945115613273673,-0.1822358576745048,Heathly,,
159,0.5093976037945129,0.3392033033080664,-0.2124882117377514,Heathly,,
160,0.3290669172816881,-0.07932699344500915,-0.16935252288023916,Heathly,,
161,0.4775143192179135,-0.326912233016209,-0.17029287315274722,Warning,,
162,0.5622504014424033,0.3398903571601559,-0.17633797639413556,Warning,,
163,0.5121702413663382,0.17230064276355359,-0.18663573227306934,Warning,,
164,0.3916012847120309,-0.3288531568279166,-0.20813465838407919,Warning,,
165,0.6233201823791547,0.25844534062429797,-0.22155466593628328,Warning,,
166,0.35591780338176154,-0.2463598574509592,-0.22255661565355983,Warning,,
167,0.33897923352138715,-0.1616036731294474,-0.2431830734288528,Warning,,
168,0.4898582937482342,-0.3257037209111517,-0.1744823619004119,Warning,,
169,0.5498150362063333,0.17327675819070906,-0.2342928898766263,Warning,,
170,0.5400865034502572,0.25620799371963127,-0.21954158058438542,Warning,,
171,0.5326688417669418,0.2564805407678859,-0.2879185775169263,Warning,,
172,0.6272866480644397,-0.1580928093724879,-0.2100257332871226,Warning,,
173,0.5766372756567552,0.17384520071831433,-0.2316906294369111,Warning,,
174,0.6995677483903386,-0.1578056303858391,-0.1841779883002408,Warning,,
175,0.5165670750866148,0.256176192134975,-0.2373993893403606,Warning,,
176,0.7653474306971324,0.26115966196965584,-0.19361104730411613,Critical,,
177,0.6940650647892206,-0.15778398310507255,-0.1877428103103994,Critical,,
178,0.6142269621965493,0.2549020854425158,-0.24766709648265903,Critical,,
179,0.6371451441183261,0.009814404617547845,-0.21646572037802336,Critical,,
180,0.769067711119737,-0.4069506117002254,-0.22065820365713124,Critical,,
181,0.9083921866160417,-0.23817483436397618,-0.18444140627552777,Critical,,
182,0.7541100313880804,-0.0746533831814293,-0.2230984903288829,Critical,,
183,1.0882297668108931,-0.23643160932649068,-0.20926355323160545,Critical,,
184,0.9429913692831616,-0.07205692125563302,-0.25632557695451497,Critical,,
185,0.8646839185811656,0.2596698058200777,-0.1557010148042559,Critical,,
186,0.9818067341376152,0.012874289957987395,-0.30360273714850766,Critical,,
187,0.966316506175337,-0.2343381702549724,-0.22506909091078078,Critical,,
188,1.031266655036278,-0.15440724393171673,-0.2831083849207633,Critical,,
189,1.069701172815378,-0.07013380939706414,-0.27772547606408027,Critical,,
190,0.9473784627876585,0.3434639101290867,-0.29891028196754127,Critical,,
191,1.0507200781370012,0.011480771191054886,-0.31357924756969346,Critical,,
192,-0.7527821470384908,-0.49684605439723645,0.21961085039804248,Heathly,,
193,-0.6444765435173062,0.24131032790559576,-0.009938294119066743,Heathly,,
194,-0.7525983742893435,-0.2482596516103708,0.25287162535017166,Heathly,,
195,-0.7487121466667624,0.3235859941507066,0.018768661840744306,Heathly,,
196,-0.7820189648955876,-0.3311541616723273,0.23480201002860468,Heathly,,
197,-0.8173714248227902,-0.34193884915119793,-0.04380705617406211,Heathly,,
198,-0.6119516703896535,0.1600744671297645,-0.05499154878216622,Heathly,,
199,-0.6301789123471786,0.3270966898627802,0.023384294288874265,Heathly,,
200,-0.7961789773836832,0.33410815848763165,0.23202194428097772,Heathly,,
201,-0.7765174001686934,-0.1625885467791415,0.25673128272547296,Heathly,,
202,-0.5087807495734733,-0.3380191826941303,-0.00946143229768167,Heathly,,
203,-0.647695124366412,-0.5065561953659672,-0.028637198394277273,Heathly,,
204,-0.6547141127818898,-0.42281851435833057,0.031627511463102595,Heathly,,
205,-0.7140559855551301,0.32665149647705577,-0.014054201835512363,Heathly,,
206,-0.5205215880809236,0.24514187592702302,-0.04880912027958964,Heathly,,
207,-0.6895372297057899,-0.25625023526564106,-0.01278810176788605,Heathly,,
208,-0.6555306167795859,0.07570050520554034,-0.08947364360344974,Heathly,,
209,-0.6180011185561792,-0.0900930729716236,-0.008872789651324953,Heathly,,
210,-0.683659576894862,-0.0914485200824799,-0.017980532674634054,Heathly,,
211,-0.6754160640100296,0.3253178469848005,-0.0004417125215501888,Heathly,,
212,-0.7910847191174774,-0.09083933377967059,-0.0458634386741455,Heathly,,
213,-0.5780734736868327,-0.5060960504189552,-0.029658462658149577,Heathly,,
214,-0.5670478209206092,-0.2541165857195315,-0.0334052577615092,Heathly,,
215,-0.6314571131206848,-0.005746551153136529,-0.03349502240661033,Heathly,,
216,-0.619704529113476,-0.09291266905651487,-0.0379197226341349,Heathly,,
217,-0.7932594046723457,-0.2579312778669708,-0.04799295147536525,Heathly,,
218,-0.5402784222278421,-0.4217118280935585,-0.010775090475743761,Heathly,,
219,-0.7620774770799146,-0.42531557385165575,0.004488460000783845,Heathly,,
220,-0.6652721396124267,0.24504852321838036,-0.020844434480655306,Heathly,,
221,-0.6137534404140459,-0.006593956987124997,-0.003347596419690013,Heathly,,
222,-0.6739845627496432,-0.4232782339469456,-0.06742701016769044,Heathly,,
223,-0.7532750632770208,0.0749600015792783,-0.03329040519012397,Heathly,,
224,-0.5757145691939652,-0.33799643443068234,-0.033582570314517446,Heathly,,
225,-0.6494875924817699,-0.2574031486283413,0.02726368223816656,Heathly,,
226,-0.6743083066117305,-0.17513999980964948,-0.01582372171207426,Heathly,,
227,-0.7174959559919888,-0.3411989963022348,-0.023058792461299802,Heathly,,
228,-0.6807365326321556,-0.42498659908294717,-0.01852865903827677,Heathly,,
229,-0.5543590593838731,-0.4224019705408136,-0.04936385259638963,Heathly,,
230,-0.6597802365406357,-0.42212773691617983,-0.005493847567969407,Heathly,,
231,-0.5329136034537777,-0.4220868288252589,-0.05457565002942108,Heathly,,
232,-0.4712427026736724,-0.5038944029863954,-0.019000985030674357,Heathly,,
233,-0.7454638415252461,-0.42490201687320145,-0.03968287978563199,Heathly,,
234,-0.659731951437767,-0.00872070088540807,-0.04356869447288817,Heathly,,
235,-0.5602824820506321,-0.2560934579161435,-0.030215160088046533,Heathly,,
236,-0.5941609085555508,0.16167364602280185,-0.015467059861278953,Heathly,,
237,-0.6759486137487299,0.242552058997872,-0.07295496453574907,Heathly,,
238,-0.6194813021258019,-0.2561654600360299,-0.028578206197384774,Heathly,,
239,-0.6614196195133756,0.07667119502405688,0.006778460002724636,Heathly,,
240,-0.6219333437250354,-0.42218929099350605,-0.04525202978482277,Heathly,,
241,-0.6066752834762837,0.32699155301442856,-0.05706736868687147,Heathly,,
242,-0.6137010292721337,-0.25526254535067666,0.005629296981638594,Heathly,,
243,-0.6792908014692581,0.08655011313112176,0.25953412180954394,Heathly,,
244,-0.6724691521736957,0.07674182828838216,-0.03716480728901448,Heathly,,
245,-0.6093332643792186,0.24300377399229636,-0.01671660180487857,Heathly,,
246,-0.6892609862185073,0.3377904671436641,0.210519055592203,Heathly,,
247,-0.6788378718074152,-0.17137084923577986,-0.02027550612570216,Heathly,,
248,-0.6125646327434862,0.0776005279365639,-0.047318976237957,Heathly,,
249,-0.6443993777855239,0.1606027213982441,-0.060636480202586496,Heathly,,
250,-0.5853055407032147,-0.0070820579379837646,-0.03751208560935015,Heathly,,
251,-0.5137570878388775,0.16100278885488684,-0.013493201982792403,Heathly,,
252,-0.5636993621353531,-0.08549873475970511,0.01566816931304355,Heathly,,
253,-0.6139096997199848,0.07725072193155733,-0.07634671438104512,Heathly,,
254,-0.6083809489238483,-0.42125187860023366,-0.01629334304231668,Heathly,,
255,-0.6212895770243303,-0.09014985737501939,-0.06432477571120446,Heathly,,
256,-0.6262203809531496,0.0035294113063883284,0.24760491087507117,Heathly,,
257,-0.5629368759343261,0.16089321369884946,-0.01226998599933012,Heathly,,
258,-0.6217688939684364,0.07906880005568273,-0.021348825344959806,Heathly,,
259,-0.5236491947774967,-0.08846540851249975,-0.009925040016993555,Heathly,,
260,-0.4461436855440086,-0.0030925231086080624,-0.004498259339451893,Heathly,,
261,-0.5107294280559205,0.16140339490744365,-0.024516953261975914,Heathly,,
262,-0.45533635081449686,-0.16922804140257505,0.015710664762897605,Heathly,,
263,-0.5909598676420403,0.07807684478599755,-0.020264049466260953,Heathly,,
264,-0.6688657109649035,0.07644942958119327,0.000254536730000067,Heathly,,
265,-0.6416955213642502,-0.07801413794646532,0.25202400039759365,Heathly,,
266,-0.8243894377608741,-0.3331184091022767,0.22288165722643835,Heathly,,
267,-0.5526587242983554,-0.08750830146179882,-0.062409114236816624,Heathly,,
268,-0.5821259912853886,-0.006635475042895174,-0.014113817353877118,Heathly,,
269,-0.6619230218634179,0.07695249285461399,0.016776146035431393,Heathly,,
270,-0.5688844213658841,-0.33988506314894323,-0.057753891678094804,Heathly,,
271,-0.7379572371406093,-0.009016652856623814,0.009961177681328499,Heathly,,
272,-0.7385913056874819,0.0747220508293438,-0.07059080931312046,Heathly,,
273,-0.6639718746907903,0.07476438238872914,-0.038760262082133186,Heathly,,
274,-0.6567194405108561,0.325408949029346,-0.08123862954474723,Heathly,,
275,-0.5367391385699356,0.3304753289319649,0.015681724842215607,Heathly,,
276,-0.7320385535540922,-0.3305820573354579,0.26816907624675795,Heathly,,
277,-0.6133636468442982,-0.006812811968632085,-0.05511331846926376,Heathly,,
278,-0.5484220037020212,0.16167685970895612,0.06110816805972484,Heathly,,
279,-0.7101738510455233,0.1694855002207188,0.2678323430426854,Heathly,,
280,-0.5683810272408767,-0.4233680826729878,-0.03254782301158666,Heathly,,
281,-0.5737707604738567,0.24296794337371386,-0.04124204763021717,Heathly,,
282,-0.5659364510076348,0.16043982211103552,-0.08100100783025885,Heathly,,
283,-0.5087118893644837,-0.41005564729626215,0.25792794819163667,Heathly,,
284,-0.4765042923638135,0.3282973346737056,-0.025873459933013394,Heathly,,
285,-0.5802486782432937,-0.4216997538585326,0.012146743370757596,Heathly,,
286,-0.5419021857539348,-0.17119558480311795,-0.07677718374723136,Heathly,,
287,-0.5075089216255567,-0.5024765044374359,-0.020696150917644592,Heathly,,
288,-0.49941724382059033,-0.08850208277035418,-0.03562977385639869,Heathly,,
289,-0.657638348314247,-0.25677734855426926,0.010029209433055561,Heathly,,
290,-0.5226639859340302,0.3295917121068235,-0.002694325633018515,Heathly,,
291,-0.4562072687249733,0.07579841906307187,-0.03940568969422702,Heathly,,
292,-0.5977219405732991,-0.00690054106012532,-0.003491405517048383,Heathly,,
293,-0.4412716182528314,-0.07762027011539215,0.23189405953476894,Heathly,,
294,-0.5541528527242129,-0.17101510104392822,-0.033446150787129654,Heathly,,
295,-0.5666100462260657,-0.16994526619575975,-0.02978151625346378,Heathly,,
296,-0.4889701069545984,-0.33483646038768045,0.0018426349092504832,Heathly,,
297,-0.515493529669141,0.3279131697860117,-0.02236525261424766,Heathly,,
298,-0.5913817632591943,0.07669604579413944,-0.007418920472832977,Heathly,,
299,-0.5285943828393749,-0.33882348397286427,-0.04931148797757742,Heathly,,
300,-0.4526524142644915,-0.004403020368600984,-0.034254217706493936,Heathly,,
301,-0.5570410538630193,0.16207949890695214,-0.05014726256023786,Heathly,,
302,-0.6286961070413294,-0.00816227412239958,0.0017168978939791548,Heathly,,
303,-0.4408864252488101,0.1647658425686005,0.03219831539028692,Heathly,,
304,-0.5847654899452893,-0.0049869849812362735,-0.034394540346801596,Heathly,,
305,-0.6243242871164917,0.16087089608443014,-0.03550146714817645,Heathly,,
306,-0.5068964638814503,0.08087290919557377,-0.02983035298027653,Heathly,,
307,-0.6605456581689869,-0.3389576390573715,0.005845769291654687,Heathly,,
308,-0.5583551313340039,-0.004189360821086576,-0.006598632582935643,Heathly,,
309,-0.5328711141793394,-0.33751522085949176,-0.022896478553265615,Heathly,,
310,-0.36549947157220414,0.1643474601225476,0.026398069597235983,Heathly,,
311,-0.5774165042493361,-0.33820228485971676,-0.04458430218033457,Heathly,,
312,-0.6028827145608734,-0.25625699100957594,0.020182312938446623,Heathly,,
313,-0.4226281412076052,-0.25374442521693047,-0.014120329589785367,Heathly,,
314,-0.4881332297002274,0.3288295942984501,-0.03976305820374246,Heathly,,
315,-0.5531786774783586,-0.3378535522309126,-0.004193096287460149,Heathly,,
316,-0.5096894419930464,-0.08582957191382887,0.03888773464609754,Heathly,,
317,-0.3957334661900391,-0.41967555678945095,0.02850481306786673,Heathly,,
318,-0.4281693832016077,0.32899154676644315,-0.03663590237208447,Heathly,,
319,-0.5974531273632069,0.004047285305586212,0.25810651465642387,Heathly,,
320,-0.5865641598844765,-0.32926852660934214,0.24495285102897277,Heathly,,
321,-0.44419072627513384,0.24408535169971457,-0.00274064762180189,Heathly,,
322,-0.561222078244855,-0.08792121632238108,0.027323701369461214,Heathly,,
323,-0.47144150590014555,-0.5037072052597972,-0.03960846769548643,Heathly,,
324,-0.3668619138082795,0.33200621891894444,-0.017944762285468256,Heathly,,
325,-0.4632496863153852,-0.07765605397738859,0.2580982618494541,Heathly,,
326,-0.4712625540133264,0.16121091897039566,-0.0658995594094328,Heathly,,
327,-0.6062694646673507,0.2436185433753461,-0.04460616270264247,Heathly,,
328,-0.4531486191987038,0.32770215362669797,-0.017331641520476854,Heathly,,
329,-0.4648059876592832,-0.3370962136162407,0.017917132984135258,Heathly,,
330,-0.4442942141278629,-0.4196321506384782,0.00038400989828346263,Heathly,,
331,-0.4624482484672166,0.07875354143234624,0.01432214171524968,Heathly,,
332,-0.42536343011175004,-0.25471380752295797,-0.010906520070581315,Heathly,,
333,-0.5152282007047546,-0.3382041155276141,-0.057869127476151805,Heathly,,
334,-0.30983150735573123,-0.3354158355497542,-0.00508506974190474,Heathly,,
335,-0.5040548680846727,-0.17081225113144347,-0.005891142455653421,Heathly,,
336,-0.44682213840699886,-0.08677582368143325,0.009475530519606645,Heathly,,
337,-0.37533452552495916,0.07830783714634074,-0.03638885007284946,Heathly,,
338,-0.34230623560461165,0.08072280414812415,-0.041046906361805885,Heathly,,
339,-0.4571546394513959,-0.33784665895369753,-0.0004442315741502133,Heathly,,
340,-0.42511314550529344,0.24703761102988092,-0.024210683631161734,Heathly,,
341,-0.4676287916678412,-0.3354217341874373,0.0014232657341200806,Heathly,,
342,-0.4093893069759072,0.32763093378774816,-0.0007292380678362853,Heathly,,
343,-0.38202061438350327,-0.25313724341999216,-0.06903016987444417,Heathly,,
344,-0.2520159717393237,-0.17027338800790326,-0.03989709890415822,Heathly,,
345,-0.43856753977821844,-0.07769750005132767,0.26110113738409385,Heathly,,
346,-0.44611540240952835,0.24659346259925735,-0.047121330173371626,Heathly,,
347,-0.5187833475746497,-0.3358019915716135,-0.04764562906038051,Heathly,,
348,-0.25313361079601676,0.33246448119730837,0.02350459288790994,Heathly,,
349,-0.43531026949227575,-0.08790501950271437,0.006466861653997111,Heathly,,
350,-0.3926040183103862,0.24711173738691672,0.01992698537822738,Heathly,,
351,-0.3042379240207179,0.24638125981924316,-0.0028331912267697563,Heathly,,
352,-0.36224955678158577,-0.2515953281981131,0.00064378156394434,Heathly,,
353,-0.4775487678629775,-0.2556633806515076,-0.02601379998976779,Heathly,,
354,-0.339796536394281,-0.3353269632406717,-0.022100082394555097,Heathly,,
355,-0.3395701808786942,-0.25403890726562256,-0.0077665814876670125,Heathly,,
356,-0.42411919515430446,-0.33488682516642715,0.010179559611530015,Heathly,,
357,-0.42672003581249934,-0.1671380591035856,0.009024419502940051,Heathly,,
358,-0.3394308071244057,0.08064895546164796,0.03411447625423018,Heathly,,
359,-0.2921230106655026,0.24931045632164858,-0.014656181671171966,Heathly,,
360,-0.2959338422186048,-0.25258811606487114,-0.06394800598889083,Heathly,,
361,-0.3547256459530145,-0.3374626723172356,0.003730852587183371,Heathly,,
362,-0.2762712231579357,-0.4182441129286342,0.024222220441116063,Heathly,,
363,-0.35462300032602473,-0.3345616875192394,-0.07380696115448605,Heathly,,
364,-0.2856856789463861,0.16517935121528482,-0.005608492833916031,Heathly,,
365,-0.30029765724051066,0.2483571485266923,0.02148888812330654,Heathly,,
